acto;nome;tipo;ambito_geografico;primeiro_ano;ultimo_ano;n_publicacoes;n_organizacoes;codigos_organizacoes
6930;ACORDO DE EMPRESA ENTRE A TST - TRANSPORTES SUL DO TEJO, S.A. E O SINDICATO DOS TRABALHADORES DOS TRANSPORTES - SITRA E OUTROS;Acordo de empresa;Nacional;2022;2024;9;4;1.104.3 1.427.1 1.427.2 2.50.0
6931;ACORDO COLETIVO ENTRE A BP PORTUGAL - COMÉRCIO DE COMBUSTÍVEIS E LUBRIFICANTES, S.A. E OUTRAS E A FEDERAÇÃO DE SINDICATOS DA INDÚSTRIA, ENERGIA E TRANSPORTES - COFESINT E OUTROS - REVISÃO GLOBAL;Acordo coletivo de trabalho;Nacional;2022;2024;11;4;1.218.6 1.360.3 2.47.0 4.9.2
6932;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO DOS COMERCIANTES DO PORTO E OUTRAS E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL - REVISÃO GLOBAL;Contrato coletivo de trabalho;Distrital;2022;2022;14;14;1.518.0 5.180.0 5.182.2 5.186.1 5.187.2 5.193.1 5.194.2 5.197.2 5.212.3 5.250.1 5.357.1 5.46.2 5.598.0 5.98.2
6933;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO PORTUGUESA DE EDITORES E LIVREIROS E A FEPCES - FEDERAÇAO PORTUGUESA DOS SINDICATOS DO COMERCIO, ESCRITORIOS E SERVIÇOS E OUTROS - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2022;2026;14;8;1.143.2 1.218.6 1.591.0 2.48.1 2.50.0 2.58.0 2.6.4 5.127.0
6934;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO NACIONAL DE TRANSPORTES DE PASSAGEIROS - ANTROP E O SINDICATO DOS TRABALHADORES DOS TRANSPORTES - SITRA - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2022;2022;2;2;1.104.3 5.203.2
6935;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO PORTUGUESA DE ESCOLAS DE CONDUÇAO - APEC E O SINDICATO DOS TRABALHADORES DO SETOR DE SERVIÇOS - SITESE - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2022;2022;2;2;1.218.6 5.463.0
6936;ACORDO DE EMPRESA ENTRE A CP - COMBOIOS DE PORTUGAL, EPE E O SINDICATO FERROVIARIO DA REVISAO E COMERCIAL ITINERANTE - SFRCI - REVISAO GLOBAL;Acordo de empresa;Nacional;2022;2024;3;1;1.506.1
6937;CONTRATO COLETIVO ENTRE A CONFEDERAÇÃO NACIONAL DA EDUCAÇÃO E FORMAÇÃO (CNEF) E A FEDERAÇÃO NACIONAL DOS PROFESSORES - FENPROF;Contrato coletivo de trabalho;Nacional;2022;2024;4;2;2.33.0 8.11.0
6938;ACORDO DE EMPRESA ENTRE A ECOLEZIRIA - EMPRESA INTERMUNICIPAL PARA O TRATAMENTO DE RESIDUOS SOLIDOS. EIM E O STAL - SINDICATO DOS TRABALHADORES DA ADMINISTRAÇAO LOCAL E REGIONAL, EMPRESAS PUBLICAS, CONCESSIONARIOS E AFINS;Acordo de empresa;Concelhia;2022;2022;1;1;1.306.1
6939;CONTRATO COLETIVO ENTRE A CONFEDERAÇAO NACIONAL DAS INSTITUIÇOES DE SOLIDARIEDADE - CNIS E A FNE - FEDERAÇAO NACIONAL DA EDUCAÇAO E OUTROS - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2022;2024;22;10;1.104.3 1.218.6 1.363.1 1.368.2 1.377.2 1.393.0 1.393.1 1.601.0 2.31.1 2.54.0
6940;CONTRATO COLETIVO ENTRE A APECA - ASSOCIAÇAO PORTUGUESA DAS EMPRESAS DE CONTABILIDADE E ADMINISTRAÇAO E A FEPCES - FEDERAÇAO PORTUGUESA DOS SINDICATOS DO COMERCIO, ESCRITORIOS E SERVIÇOS E OUTRO - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2026;5;3;1.218.6 2.6.4 5.419.2
6941;ACORDO DE EMPRESA ENTRE A ASSOCIAÇAO HUMANITARIA DOS BOMBEIROS VOLUNTARIOS PROGRESSO BARCARENENSE E O SINDICATO NACIONAL DOS BOMBEIROS PROFISSIONAIS (SNBP) E OUTRO;Acordo de empresa;Nacional;2023;2023;2;2;1.363.1 1.486.0
6942;ACORDO DE EMPRESA ENTRE A ASSOCIAÇAO HUMANITARIA DOS BOMBEIROS VOLUNTARIOS TORREJANOS E O SINDICATO NACIONAL DOS BOMBEIROS PROFISSIONAIS (SNBP);Acordo de empresa;Nacional;2023;2026;2;1;1.486.0
6943;ACORDO DE EMPRESA ENTRE A RESIALENTEJO - TRATAMENTO E VALORIZAÇÃO DE RESÍDUOS, E.I.M. E O STAL - SINDICATO NACIONAL DOS TRABALHADORES DA ADMINISTRAÇÃO LOCAL E REGIONAL, EMPRESAS PÚBLICAS, CONCESSIONÁRIAS E AFINS - REVISÃO GLOBAL;Acordo de empresa;Concelhia;2023;2023;1;1;1.306.1
6944;ACORDO DE EMPRESA ENTRE A PARMALAT PORTUGAL PRODUTOS ALIMENTARES, LDA E O SINDICATO NACIONAL DOS TRABALHADORES DA AGRICULTURA, FLORESTA, PESCA, TURISMO, INDUSTRIA ALIMENTAR, BEBIDAS E AFINS - SETAAB -REVISAO GLOBAL;Acordo de empresa;Concelhia;2023;2023;2;1;1.631.0
6945;CONTRATO COLETIVO ENTRE A CONFEDERAÇAO DOS AGRICULTORES DE PORTUGAL (CAP) E O SINDICATO NACIONAL DOS TRABALHADORES DA AGRICULTURA, FLORESTA, PESCA, TURISMO, INDUSTRIA ALIMENTAR, BEBIDAS E AFINS - SETAAB - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;2;2;1.631.0 8.3.0
6946;CONTRATO COLETIVO ENTRE A AHSA - ASSOCIAÇAO DOS HORTICULTORES, FRUTICULTORES E FLORICULTORES DOS CONCELHOS DE ODEMIRA E ALJEZUR E O SINDICATO NACIONAL DOS TRABALHADORES DA AGRICULTURA, FLORESTA, PESCA, TURISMO, INDUSTRIA ALIMENTAR, BEBIDAS E AFINS - SETAAB - REVISAO GLOBAL;Contrato coletivo de trabalho;Concelhia;2023;2023;2;2;1.631.0 5.610.2
6947;ACORDO DE EMPRESA ENTRE A SKY VALET PORTUGAL, UNIPESSOAL, LDA. E O SINDICATO DOS TRABALHADORES DA AVIAÇÃO E AEROPORTOS - SITAVA;Acordo de empresa;Nacional;2023;2023;1;1;1.372.0
6948;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO NACIONAL DE TRANSPORTADORES PUBLICOS RODOVIARIOS DE MERCADORIAS - ANTRAM E OUTRA E A FEDERAÇAO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇOES - FECTRANS - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;3;3;2.50.0 5.15.0 5.596.0
6949;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO NACIONAL DE TRANSPORTADORES PUBLICOS RODOVIARIOS DE MERCADORIAS - ANTRAM E OUTRA E O SIMM - SINDICATO INDEPENDENTE DOS MOTORISTAS DE MERCADORIAS E OUTROS - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;5;5;1.427.2 1.616.0 1.668.0 5.15.0 5.596.0
6950;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO NACIONAL DE TRANSPORTADORES PUBLICOS RODOVIARIOS DE MERCADORIAS - ANTRAM E OUTRA E O SINDICATO DOS TRABALHADORES DE TRANSPORTES RODOVIARIOS E URBANOS DE NORTE (STRUN) - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;3;3;1.392.1 5.15.0 5.596.0
6951;ACORDO DE EMPRESA ENTRE A EMARP - EMPRESA MUNICIPAL DE AGUAS E RESIDUOS DE PORTIMAO, EM, SA E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇAO PUBLICA E DE ENTIDADES COM FINS PUBLICOS - SINTAP - REVISAO GLOBAL;Acordo de empresa;Concelhia;2023;2023;1;1;1.363.1
6952;ACORDO DE EMPRESA ENTRE A SN MAIA - SIDERUGIA NACIONAL, SA E O SINDEL - SINDICATO NACIONAL DA INDUSTRIA E DA ENERGIA E OUTRO - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;2;2;1.218.6 1.361.2
6953;ACORDO DE EMPRESA ENTRE A SN SEIXAL - SIDERUGIA NACIONAL, SA E O SINDEL - SINDICATO NACIONAL DA INDUSTRIA E DA ENERGIA E OUTRO - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;2;2;1.218.6 1.361.2
6954;ACORDO DE EMPRESA ENTRE A AF - AGUAS DE FAFE, EM E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇAO PUBLICA E DE ENTIDADES COM FINS PUBLICOS - SINTAP;Acordo de empresa;Concelhia;2023;2024;2;1;1.363.1
6955;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE SEGURANÇA, ROUBO E FOGO - AESIRF E A ASSP - ASSOCIAÇÃO SINDICAL DA SEGURANÇA PRIVADA E OUTRO - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2025;7;3;1.647.0 1.673.0 5.439.2
6956;ACORDO DE EMPRESA ENTRE A GEBALIS - GESTÃO DO ARRENDAMENTO DA HABITAÇÃO MUNICIPAL DE LISBOA, EM, SA E O STAL - SINDICATO NACIONAL DOS TRABALHADORES DA ADMINISTRAÇÃO LOCAL E REGIONAL, EMPRESAS PÚBLICAS, CONCESSIONÁRIAS E AFINS E OUTRO - REVISÃO GLOBAL;Acordo de empresa;Concelhia;2023;2023;2;2;1.306.1 1.327.1
6957;CONTRATO COLETIVO ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E SERVIÇOS DE BARCELOS E DO VALE DO CÁVADO-ACIBARCELOS E OUTRA E O SINDICATO INDEPENDENTE TRABALHADORES DO SECTOR EMPRESARIAL DA CERÂMICA, DOS CIMENTOS, DO VIDRO E ATIVIDADES CONEXAS DOS DISTRITOS BRAGA, PORTO E VIANA DO CASTELO-ALT. SALARIAL E OUTR;Contrato coletivo de trabalho;Distrital;2023;2026;12;5;1.518.0 1.519.0 5.162.1 5.162.2 5.174.2
6958;ACORDO DE EMPRESA ENTRE A MAIAMBIENTE, E.M. E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇÃO PÚBLICA E DE ENTIDADES COM FINS PÚBLICOS - SINTAP;Acordo de empresa;Concelhia;2023;2025;4;1;1.363.1
6959;ACORDO DE EMPRESA ENTRE A SCOTTURB - TRANSPORTES URBANOS, LDA E O SINDICATO DOS TRABALHADORES DOS TRANSPORTES - SITRA;Acordo de empresa;Nacional;2023;2023;1;1;1.104.3
6960;ACORDO DE EMPRESA ENTRE A RYANAIR - DESIGNATED ACTIVITY COMPANY - SUCURSAL EM PORTUGAL E O SINDICATO DOS TRABALHADORES DOS TRANSPORTES DE PORTUGAL - STTAMP - REVISÃO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.298.2
6961;ACORDO DE EMPRESA ENTRE A EMPRESA METROPOLITANA DE ESTACIONAMENTO DA MAIA, E.M. E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇÃO PÚBLICA E DE ENTIDADES COM FINS PÚBLICOS - SINTAP - REVISÃO GLOBAL;Acordo de empresa;Concelhia;2023;2023;1;1;1.363.1
6962;ACORDO DE EMPRESA ENTRE A VIAPORTO, OPERAÇAO E MANUTENÇAO DE TRANSPORTES, UNIPESSOAL, LDA E O SINDICATO INDEPENDENTE DOS TRABALHADORES FERROVIARIOS, DAS INFRASTRUTURAS E AFINS - SINFA;Acordo de empresa;Distrital;2023;2026;3;1;1.367.3
6963;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO DO COMÉRCIO E SERVIÇOS DA REGIÃO DO ALGARVE - ACRAL E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL E OUTROS -  REVISÃO GLOBAL;Contrato coletivo de trabalho;Distrital;2023;2025;12;4;1.144.1 1.518.0 1.565.0 5.334.2
6964;ACORDO COLETIVO ENTRE A MEO - SERVIÇOS DE COMUNICAÇOES E MULTIMEDIA, SA E OUTRAS E O SINDICATO DOS TRABALHADORES DO GRUPO ALTICE EM PORTUGAL - STPT E OUTROS - REVISAO GLOBAL;Acordo coletivo de trabalho;Nacional;2023;2023;8;8;1.119.1 1.236.1 1.248.5 1.385.3 1.433.1 1.451.0 1.47.0 1.504.0
6965;ACORDO DE EMPRESA ENTRE O SERVIÇO DE UTILIZAÇAO COMUM DOS HOSPITAIS (SUCH) E A FESAHT - FEDERAÇAO DOS SINDICATOS DA AGRICULTURA, ALIMENTAÇAO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTRAS - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;4;4;2.20.2 2.48.1 2.50.0 2.58.0
6966;ACORDO DE EMPRESA ENTRE A ALSA TODI METROPOLITANA DE LISBOA, LDA E O SINDICATO DOS TRABALHADORES DOS TRANSPORTES - SITRA E OUTROS;Acordo de empresa;Continente;2023;2023;2;2;1.104.3 2.50.0
6967;ACORDO COLETIVO ENTRE AS AGUAS DO NORTE, SA E OUTRAS E O SIEAP - SINDICATO NACIONAL DA INDUSTRIA E ENERGIA;Acordo coletivo de trabalho;Nacional;2023;2026;4;1;1.621.2
6968;CONTRATO COLETIVO ENTRE A UNIAO DAS MISERICORDIAS PORTUGUESAS - UMP E A FNE - FEDERAÇAO NACIONAL DA EDUCAÇAO E OUTROS;Contrato coletivo de trabalho;Continente;2023;2026;29;9;1.104.3 1.218.6 1.225.2 1.363.1 1.368.2 1.377.2 1.393.0 1.393.1 2.54.0
6969;CONTRATO COLETIVO ENTRE A FEDERAÇAO NACIONAL DAS ORGANIZAÇOES DE PRODUTORES DE FRUTAS E HORTICOLAS - FNOP E O SINDICATO NACIONAL DOS TRABALHADORES DA AGRICULTURA, FLORESTA, PESCA, TURISMO, INDUSTRIA ALIMENTAR, BEBIDAS E AFINS - SETAAB;Contrato coletivo de trabalho;Continente;2023;2023;2;2;1.631.0 5.177.1
6970;ACORDO DE EMPRESA ENTRE A AC, ÁGUAS DE COIMBRA, E.M. E O SINDICATO DOS TARBALHADORES DA ADMINISTRAÇÃO PÚBLICA E DE ENTIDADES COM FINS PÚBLICOS - SINTAP - REVISÃO GLOBAL;Acordo de empresa;Distrital;2023;2023;1;1;1.363.1
6971;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO DOS AGRICULTORES DO BAIXO ALENTEJO E O SINDICATO NACIONAL DOS TRABALHADORES DA AGRICULTURA, FLORESTA, PESCA, TURISMO, INDÚSTRIA ALIMENTAR, BEBIDAS E AFINS - SETAAB - REVISÃO GLOBAL;Contrato coletivo de trabalho;Distrital;2023;2024;4;2;1.631.0 5.321.0
6972;ACORDO DE EMPRESA ENTRE A MUTUA DOS PESCADORES - MUTUA DE SEGUROS, CRL E O SINDICATO NACIONAL DOS PROFISSIONAIS DE SEGUROS E AFINS - SINAPSA - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.187.1
6973;ACORDO DE EMPRESA ENTRE A PONTO SEGURO - MEDICAÇAO DE SEGUROS SA E O SINDICATO NACIONAL DOS PROFISSIONAIS DE SEGUROS E AFINS - SINAPSA - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.187.1
6974;ACORDO DE EMPRESA ENTRE A CAIMA, SA E O SINDICATO DOS TRABALHADORES DO SETOR DE SERVIÇOS - SITESE - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.218.6
6975;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO PORTUGUESA DA INDUSTRIA DE OURIVESARIA - APIO E A FEDERAÇAO INTERSINDICAL DAS INDUSTRIAS METALURGICAS, QUIMICAS, ELECTRICAS, FARMACEUTICA, CELULOSE, PAPEL, GRAFICA, IMPRENSA, ENERGIA E MINAS - FIEQUIMETAL - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2026;8;2;2.48.1 5.64.1
6976;ACORDO DE EMPRESA ENTRE A RYANAIR - DESIGNATED ACTIVITY COMPANY - SUCURSAL EM PORTUGAL E O SPAC - SINDICATO DOS PILOTOS DA AVIAÇAO CIVIL - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.320.0
6977;ACORDO DE EMPRESA ENTRE A EMEL - EMPRESA MUNICIPAL DE MOBILIDADE E ESTACIONAMENTO DE LISBOA, E.M, S.A. E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇAO PUBLICA E DE ENTIDADES COM FINS PUBLICOS - SINTAP;Acordo de empresa;Distrital;2023;2023;1;1;1.363.1
6978;CONTRATO COLETIVO ENTRE ASSOCIAÇAO NACIONAL DE TRANSPORTES DE PASSAGEIROS - ANTROP E O SINDICATO DOS TRABALHADORES RODOVIARIOS DO NORTE - STRN;Contrato coletivo de trabalho;Pluridistrital;2023;2023;2;2;1.681.0 5.203.2
6979;ACORDO DE EMPRESA ENTRE A CAIMA, SA E A FIEQUIMETAL - FEDERAÇAO INTERSINDICAL DAS INDUSTRIAS METALURGICAS, QUIMICAS, ELECTRICAS, FARMACEUTICA, CELULOSE, PAPEL, GRAFICA, IMPRENSA, ENERGIA E MINAS E OUTROS - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;5;5;1.518.0 2.46.0 2.48.1 2.50.0 2.58.0
6980;CONTRATO COLETIVO ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E O SINDICATO DOS TRABALHADORES DO SETOR DE SERVIÇOS - SITESE E OUTROS - ALTERAÇÃO SALARIAL E OUTRA/TEXTO ONSOLIDADO;Contrato coletivo de trabalho;Nacional;2023;2026;20;6;1.218.4 1.218.6 1.346.0 1.361.2 2.47.0 6.8.0
6981;CONTRATO COLETIVO ENTRE A ANIECA - ASSOCIAÇAO NACIONAL DE ESCOLAS DE CONDUÇAO AUTOMOVEL E A FEDERAÇAO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇOES - FECTRANS - REVISAO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;2;2;2.50.0 5.34.0
6982;AC ENTRE A LACTICOOP-UNIAO DE COOPERATIVAS DE PRODUTORES DE LEITE DE ENTRE DOURO E MONDEGO,UCRL E OUTRA E O SINDICATO DOS PROFISSIONAIS DE LACTICINIOS,ALIMENTAÇAO,AGRICULTURA,ESCRITORIOS,COMERCIO,SERVIÇOS,TRANSPORTES RODOVIARIOS,METALOMECANICA,METALURGIA,CONSTRUÇAO CIVIL E MADEIRAS-REVISAO GLOBAL;Acordo coletivo de trabalho;Nacional;2023;2023;1;1;1.138.1
6983;ACORDO DE EMPRESA ENTRE A TUB - TRANSPORTES URBANOS DE BRAGA, EM E O STAL - SINDICATO NACIONAL DOS TRABALHADORES DA ADMINISTRAÇAO LOCAL E REGIONAL, EMPRESAS PUBLICAS, CONCESSIONARIAS E AFINS;Acordo de empresa;Concelhia;2023;2025;2;1;1.306.1
6984;CONTRATO COLETIVO ENTRE A UNIAO DAS MISERICORDIAS PORTUGUESAS E O SINDICATO DOS ENFERMEIROS PORTUGUESES - SEP E OUTROS;Contrato coletivo de trabalho;Continente;2023;2025;12;4;1.157.2 1.273.3 2.25.2 2.33.0
6985;CONTRATO COLETIVO ENTRE A ASSOCIAÇAO EMPRESARIAL DE VIANA DO CASTELO E OUTRAS E O CESP - SINDICATO DOS TRABALHADORES DO COMERCIO, ESCRITORIOS E SERVIÇOS DE PORTUGAL - REVISAO GLOBAL;Contrato coletivo de trabalho;Distrital;2023;2023;5;5;1.518.0 5.162.1 5.166.2 5.169.1 5.173.1
6986;ACORDO COLETIVO ENTRE A APDL - ADMINISTRAÇAO DOS PORTOS DO DOURO, LEIXOES E VIANA DO CASTELO, SA E OUTRAS E A FEDERAÇAO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇOES - FECTRANS;Acordo coletivo de trabalho;Continente;2023;2025;2;1;2.50.0
6987;ACORDO DE EMPRESA ENTRE A AUTOESTRADA DO ALGARVE - VIA DO INFANTE - SOCIEDADE CONCESSIONARIA - AAVI, SA E O CESP - SINDICATO DOS TRABALHADORES DO COMERCIO, ESCRITORIOS E SERVIÇOS DE PORTUGAL - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2025;3;2;1.518.0 1.587.0
6988;ACORDO DE EMPRESA ENTRE A MANOS DO DOURO - ORGANIZAÇAO DE PASSEIOS MARITIMO TURISTICOS, UNIPESSOAL LDA E A FEDERAÇAO DE SINDICATOS DOS TRABALHADORES DO MAR - FESMAR;Acordo de empresa;Nacional;2023;2026;3;1;2.36.0
6989;ACORDO DE EMPRESA ENTRE A MEDWAY - MAINTENANCE & REPAIR, SA E O SINDICATO NACIONAL DEMOCRÁTICO DA FERROVIA - SINDEFER E OUTROS;Acordo de empresa;Nacional;2023;2023;3;3;1.338.3 1.515.0 1.525.0
6990;ACORDO DE EMPRESA ENTRE A PORTUGALIA - COMPANHIA PORTUGUESA DE TRANSPORTES AEREOS, SA E O SIPLA - SINDICATO INDEPENDENTE DE PILOTOS DE LINHAS AEREAS - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.628.1
6991;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE PAPEL E CARTÃO - ANIPC E A FEDERAÇÃO INTERSINDICAL DAS INDÚSTRIAS METALÚRGICAS, QUÍMICAS, ELÉCTRICAS, FARMACÊUTICA, CELULOSE, PAPEL, GRÁFICA, IMPRENSA, ENERGIA E MINAS - FIEQUIMETAL - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2025;6;2;2.48.1 5.277.1
6992;CONTRATO COLETIVO ENTRE A GROQUIFAR - ASSOCIAÇÃO DE GROSSISTAS DE PRODUTOS QUÍMICOS E FARMACÊUTICOS E A FEDERAÇÃO INTERSINDICAL DAS INDÚSTRIAS METALÚRGICAS, QUÍMICAS, ELÉCTRICAS, FARMACÊUTICA, CELULOSE, PAPEL,GRÁFICA,IMPRENSA, ENERGIA E MINAS - FIEQUIMETAL - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2026;8;2;2.48.1 5.136.0
6993;CONTRATO COLECTIVO ENTRE A APIMPRENSA - ASSOCIAÇÃO PORTUGUESA DE IMPRENSA E O SINDICATO DOS JORNALISTAS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;2;2;1.11.0 5.139.2
6994;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO DOS INDUSTRÍAIS DO ENSINO DA CONDUÇÃO AUTOMÓVEL DE PORTUGAL - ANORECA E A FEDERAÇÃO DOS SINDICATOS DE TRANSPORTES E COMUNICAÇÕES - FECTRANS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;2;2;2.50.0 5.476.1
6995;ACORDO DE EMPRESA ENTRE A TRANSPORTES AÉREOS PORTUGUESES, SA E O SPAC - SINDICATO DOS PILOTOS DA AVIAÇÃO CIVIL - REVISÃO GLOBAL;Acordo de empresa;Nacional;2023;2024;2;1;1.320.0
6996;CONTRATO COLETIVO ENTRE A GROQUIFAR - ASSOCIAÇÃO DE GROSSISTAS DE PRODUTOS QUIMICOS E FARMACEUTICOS E A FEDERAÇÃO INTERSINDICAL DAS INDUSTRIAS METALURGICAS, QUIMICAS, ELECTRICAS, FARMACEUTICAS, CELULOSE, PAPEL, GRÁFICA, IMPRENSA, ENERGIA E MINAS - FIEQUIMETAL - (GESTÃO DE PRAGAS E SAÚDE AMBIENTAL);Contrato coletivo de trabalho;Nacional;2023;2025;6;3;1.136.0 2.48.1 5.136.0
6997;ACORDO DE EMPRESA ENTRE A PARQUES SINTRA - MONTE DA LUA, SA E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇÃO PUBLICA E DE ENTIDADES COM FINS PUBLICOS - SINTAP - REVISÃO GLOBAL;Acordo de empresa;Concelhia;2023;2023;1;1;1.363.1
6998;ACORDO DE EMPRESA ENTRE A GROUNDLINK III HANDLING, LDA E O SINDICATO DOS TRABALHADORES DA AVIAÇAO E AEROPORTOS - SITAVA;Acordo de empresa;Nacional;2023;2023;1;1;1.372.0
6999;ACORDO DE EMPRESA ENTRE A NAVEGAÇAO AEREA DE PORTUGAL - NAV PORTUGAL, E.P.E. E O SINDICATO DOS CONTROLADORES DE TRAFEGO AEREO - SINCTA - REVISAO GLOBAL;Acordo de empresa;Nacional;2023;2023;1;1;1.383.0
7000;ACORDO DE EMPRESA ENTRE O SERVIÇO DE UTILIZAÇÃO COMUM DOS HOSPITAIS (S.U.C.H) E O SINDICATO DOS TRABALHADORES DA ADMINISTRAÇÃO PÚBLICA E DE ENTIDADE COM FINS PÚBLICOS - SINTAP E OUTRO - REVISÃO GLOBAL;Acordo de empresa;Nacional;2023;2023;2;2;1.363.1 1.385.3
7001;ACORDO DE EMPRESA ENTRE A RYANAIR - DESIGNATED ACTIVITY COMPANY - SUCURSAL EM PORTUGAL E O SINDICATO DOS TRABALHADORES DA AVIAÇÃO E AEROPORTOS - SITAVA;Acordo de empresa;Nacional;2023;2023;2;2;1.372.0 1.470.0
7002;ACORDO DE EMPRESA ENTRE A RADIO E TELEVISÃO DE PORTUGAL, SA E A FE - FEDERAÇÃO DOS ENGENHEIROS E OUTROS - REVISÃO GLOBAL;Acordo de empresa;Nacional;2023;2025;54;15;1.11.0 1.119.1 1.143.2 1.144.1 1.157.2 1.218.6 1.440.1 1.451.0 1.504.0 1.516.2 1.627.0 2.26.4 2.47.0 2.50.0 2.6.4
7003;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO PORTUGUESA DA INDUSTRIA DOS RECURSOS  MINERAIS (ASSIMAGRA)  E A FEDERAÇÃO PORTUGUESA DOS SINDICATOS DA CONSTRUÇÃO, CERÂMICA E VIDRO - FEVICCOM E OUTRAS - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;8;4;2.46.0 2.50.0 2.6.4 5.124.1
7004;CONTRATO COLECTIVO ENTRE A ASSOCIAÇÃO PORTUGUESA DE ANALISTAS CLINICOS - APAC E A FEPCES - FEDERAÇÃO PORTUGUESA DOS SINDICATOS DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS E OUTRO - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;3;3;1.19.1 2.6.4 5.299.1
7005;CONTRATO COLECTIVO ENTRE  A ASSOCIAÇÃO PORTUGUESA DE ANALISTAS CLÍNICOS - APAC E O SINDICATO DOS TRABALHADORES DO SETOR DE SERVIÇOS - SITESE - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;2;2;1.218.6 5.299.1
7006;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO PORTUGUESA DOS INDUSTRIAIS DE CALÇADO, COMPONENTES E ARTIGOS DE PELE E SEUS SUCEDÂNEOS - APICCAPS E O SINDICATO DAS INDÚSTRIAS E AFINS - SINDEQ - REVISÃO GLOBAL;Contrato coletivo de trabalho;Nacional;2023;2023;2;2;1.360.3 5.301.0
7007;CONTRATO COLETIVO ENTRE A ASSOCIAÇÃO NACIONAL DAS FARMÁCIAS - ANF E O SIFAP - SINDICATO NACIONAL DOS PROFISSIONAIS DE FARMÁCIA E PARAMÉDICOS (QUADRO FARMACÊUTICO);Contrato coletivo de trabalho;Nacional;2023;2025;4;2;1.19.1 5.100.1
