acto;nome;tipo;ambito_geografico;primeiro_ano;ultimo_ano;n_publicacoes;n_organizacoes;codigos_organizacoes
4621;CCTENTRE A ASSOC. PORTUGUESA DOS INDUSTRIAIS DE CALÇADO, COMPONENTES E ARTIGOS DE PELE E SEUS SUCEDÂNEOS E O  SIND. DOS TRABALHADORES DE  CALÇADO, MALAS E AFINS;Contrato coletivo de trabalho;Nacional;1978;2003;252;44;1.107.0 1.107.1 1.107.2 1.131.0 1.131.1 1.144.1 1.145.0 1.146.0 1.152.0 1.152.1 1.166.0 1.166.1 1.193.0 1.193.1 1.210.0 1.230.0 1.237.0 1.241.0 1.248.1 1.296.0 1.296.1 2.10.1 2.10.2 2.10.3 2.15.0 2.15.1 2.15.2 2.20.1 2.20.2 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.39.0 2.4.0 2.4.1 2.40.0 2.6.0 2.6.2 2.6.3 2.6.4 5.172.0 5.301.0
4625;AE-ENTRE A ALCÂNTARA REFINARIAS-AÇÚCARES,SA. E A FESAHT- FEDER. DO SIND. DE ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTRAS- ALTERAÇÃO SALARIAL E OUTRAS-TEXTO CONSOLIDADO;Acordo de empresa;Nacional;2004;2016;73;21;1.143.1 1.143.2 1.144.1 1.218.5 1.31.2 1.532.0 1.548.1 1.591.0 2.15.2 2.23.2 2.26.1 2.26.2 2.26.3 2.40.0 2.40.1 2.46.0 2.47.0 2.50.0 2.58.0 2.6.4 4.9.2
4630;CCT ASSOC. DOS HOTÉIS DO CENTRO/SUL DE PORTUGAL E OUTROS E A FEDER. NAC. DOS SIND. DA IND. DE HOTELARIA E TURISMO E OUTROS;Contrato coletivo de trabalho;Pluridistrital;1981;1984;50;25;1.129.0 1.143.0 1.151.1 1.152.0 1.157.0 1.180.1 1.248.1 1.263.0 1.299.0 1.8.0 2.10.1 2.10.2 2.15.1 2.15.2 2.21.0 2.23.0 2.23.1 2.3.1 2.3.2 2.4.1 2.6.2 2.6.3 5.134.0 5.211.0 5.211.1
4631;CCTV PARA A IND. DE CARNES;Contrato coletivo de trabalho;Nacional;1978;1998;294;60;1.108.0 1.123.0 1.130.0 1.131.0 1.132.0 1.133.1 1.144.0 1.144.1 1.145.0 1.145.1 1.151.0 1.151.1 1.152.0 1.210.0 1.218.0 1.222.1 1.222.2 1.237.0 1.237.1 1.241.0 1.248.1 1.26.0 1.271.0 1.281.2 1.282.0 1.284.0 1.31.0 1.31.1 1.49.0 1.5.0 1.5.1 1.5.3 1.81.0 1.84.0 1.84.1 2.15.0 2.15.1 2.15.2 2.2.0 2.2.1 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.26.0 2.29.0 2.29.1 2.29.2 2.29.3 2.29.4 2.4.0 2.4.1 2.6.0 2.6.2 2.6.3 2.6.4 2.8.0 5.14.0 5.353.0
4639;CCT ENTRE A AIBA - ASSOCIAÇÃO DOS INDUSTRIAIS DE BOLACHAS E AFINS E OUTRA E O SINDICATO DOS TÉCNICOS DE VENDAS DO NORTE E CENTRO E OUTRO - ALTERAÇÃO SALARIAL;Contrato coletivo de trabalho;Nacional;1978;2005;70;8;1.548.1 1.84.0 1.84.1 1.84.2 5.484.0 5.485.0 5.485.1 5.9.0
4643;CCT ENTRE A AIM -ASSOCIAÇÃO INDUSTRIAL DO MINHO E O SINDICATO INDEPENDENTE DOS TRABALHADORES DO SECTOR EMPRESARIAL DA CERÂMICA, DOS CIMENTOS, DO VIDRO E ACTIVIDADES CONEXAS DOS DISTRITOS DE BRAGA, PORTO E VIANA DO CASTELO .-ALTERAÇÃO SALARIAL.;Contrato coletivo de trabalho;Pluridistrital;2000;2003;10;3;1.519.0 2.12.2 5.78.0
4644;CCT ENTRE A APAP - ASSOCIAÇÃO PORTUGUESA DAS EMPRESAS DE PUBLICIDADE E COMUNICAÇÃO E A FETESE- FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2000;2003;28;7;1.133.1 1.143.1 1.502.0 2.15.2 2.26.1 2.6.4 5.153.2
4648;CCT ASSIMAGRA - ASS. PORT. IND. MÁRMORES, GRANITOS E  RAMOS AFINS E A FEDER. NAC. SIND. CONSTRUÇÃO CIVIL MADEIRAS E OUTROS;Contrato coletivo de trabalho;Continente;1979;2003;305;55;1.123.1 1.130.0 1.132.0 1.133.1 1.143.0 1.143.1 1.144.1 1.145.1 1.149.0 1.157.0 1.157.1 1.157.2 1.175.0 1.18.0 1.194.0 1.220.0 1.222.1 1.237.1 1.248.1 1.253.0 1.264.0 1.271.0 1.281.2 1.284.0 1.286.1 1.286.2 1.287.0 1.297.0 1.308.0 1.342.0 1.5.1 1.51.0 1.54.0 1.548.1 1.64.0 1.67.0 1.81.0 1.84.1 2.15.0 2.15.1 2.15.2 2.2.1 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.26.0 2.26.1 2.39.0 2.4.1 2.6.2 2.6.3 2.6.4 5.124.0
4650;ASS. PORT. DE SUINICULTORES, OUTRA / SIND. TRAB. IND. CARNES DISTS. DE SETÚBAL E SANTARÉM, OUTRO;Contrato coletivo de trabalho;Pluridistrital;1979;2000;89;17;1.12.0 1.12.1 1.151.1 1.243.0 1.26.0 1.282.0 2.24.0 2.29.0 2.29.1 2.29.2 2.29.3 2.29.4 2.38.0 2.40.0 5.295.0 5.322.0 6.15.0
4653;CCT ENTRE A ARAN - ASSOC. NAC. DO RAMO AUTOMÓVEL E OUTRA E O SITESC - SINDICATO DOS TRABALHADORES DE ESCRITÓRIO, SERVIÇOS E COMÉRCIO E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2000;2003;27;12;1.104.2 1.133.1 1.248.3 1.248.4 1.346.0 1.84.1 2.15.2 2.21.1 2.26.1 2.6.4 5.23.1 5.78.0
4655;CCT ENTRE A ASSOC. DOS INDUSTRIAIS DE PANIFICAÇÃO DE LISBOA E OUTRAS E O SIND. DE EMPREGADOS DE ESCRITÓRIO E OUTROS;Contrato coletivo de trabalho;Pluridistrital;1979;2012;197;25;1.108.0 1.123.0 1.130.0 1.132.0 1.152.0 1.218.0 1.241.0 1.248.1 1.271.0 1.284.0 1.49.0 1.81.0 2.26.0 2.26.1 2.26.2 2.26.3 2.29.3 2.29.4 2.40.0 2.6.2 2.6.3 2.6.4 5.253.0 5.256.0 5.330.0
4671;CCT ENTRE A ANCIPA - ASSOC. NACIONAL DE COMERCIANTES E INDUSTRIAIS DE PRODUTOS ALIMENTARES (DELEGAÇÃO REGIONAL AUTÓNOMA DO NORTE) E O SIND. NACIONAL DOS OPERÁRIOS CONFEITEIROS E OFÍCIOS CORRELATIVOS DO DIST. DO PORTO (CONFEITARIA, PASTELARIA E BISCOITARIA - PESSOAL FABRIL / NORTE);Contrato coletivo de trabalho;Pluridistrital;1997;2000;8;2;1.240.0 5.12.0
4687;ACT CELEBRADO ENTRE A SHELL PORTUGUESA, LDª. E OUTRAS EMPRESAS PETROLÍFERAS E A FEQUIMETAL - FEDERAÇÃO INTERSINDICAL DA METALURGIA, METALOMECÂNICA, MINAS, QUÍMICA, FARMACÊUTICA, PETRÓLEO E GÁS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO;Acordo coletivo de trabalho;Nacional;2004;2010;95;25;1.129.1 1.133.1 1.133.2 1.143.1 1.157.2 1.173.2 1.296.2 1.296.3 1.31.2 1.360.2 1.361.1 1.361.2 1.379.0 1.502.0 1.548.1 1.8.2 2.15.2 2.21.1 2.26.1 2.32.0 2.39.0 2.40.1 2.48.0 2.50.0 2.6.4
4692;CCT ENTRE A FEDER. PORTUGUESA DOS IND. DE MOAGEM E OUTROS E A FEDER. DOS SIND. DE TRANSPORTES RODOVIÁRIOS;Contrato coletivo de trabalho;Nacional;1979;1979;9;9;2.15.0 5.11.0 5.12.0 5.262.0 5.263.0 5.30.0 5.65.0 5.9.0 6.6.0
4696;CCT- ENTRE A ASSOC. COMERCIAL E IND. VILA REAL E OUTRAS E O SIND. DOS TRABALHADORES DAS INDÚSTRIAS ELÉCTRICAS DO  NORTE;Contrato coletivo de trabalho;Pluridistrital;1979;2003;34;9;1.237.0 1.237.1 1.237.2 5.243.0 5.243.1 5.243.2 5.243.3 5.245.0 5.75.0
4703;CCT ENTRE A AID -ASSOC. DA IIMPRENSA DIÁRIA E O SIND.DOS TRABALHADORES DAS INDUSTRIAS DE CELULOSE,PAPEL,GRÁFICA E IMPRENSA E OUTROS-ALTERAÇÃO  SALARIAL;Contrato coletivo de trabalho;Nacional;1997;2007;42;16;1.119.1 1.133.1 1.143.1 1.502.0 2.10.3 2.15.2 2.21.1 2.23.2 2.26.0 2.32.0 2.40.0 2.40.1 2.46.0 2.48.0 2.6.4 5.201.0
4707;CCT ANCAVE - ASSOC. NACIONAL DOS CENTROS DE ABATE DE AVES/FETESE - FEDER. DOS SIND. DOS TRABALHADORES DE ESCRITÓRIO E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;1980;2005;119;21;1.125.0 1.133.0 1.133.1 1.195.0 1.207.0 1.207.1 1.222.0 1.222.2 1.278.0 1.280.0 1.281.0 1.281.2 2.2.1 2.26.0 2.26.1 2.6.1 2.6.2 2.6.3 2.6.4 5.278.0 5.278.1
4709;CCT - ENTRE A ASSOC. PORTUGUESA DOS INDUSTRIAIS DE CALÇADO, COMPONENTES E ARTIGOS DE PELE E SEUS SUCEDÂNEOS E OUTRA E A FEDER. DOS SIND. DOS TRANSPORTES RODOVIÁRIOS;Contrato coletivo de trabalho;Nacional;1980;1980;3;3;2.15.0 5.172.0 5.301.0
4711;CCT ASSOC.COMERCIAL E INDUSTRIAL DE VILA REAL - SIND.TRAB.ESCRITÓRIO E COMÉRCIO DOS DIST.VILA REAL E  BRAGANÇA;Contrato coletivo de trabalho;Concelhia;1981;1981;2;2;1.125.0 5.245.0
4714;CCT ANTROP - ASSOC. NAC. DE TRANSPORTADORES RODOVIÁRIOS DE PESADOS DE PASSAGEIROS/SITRA - SIND. DOS TRANSPORTES RODOVIÁRIOS E AFINS;Contrato coletivo de trabalho;Nacional;1980;1999;90;31;1.104.1 1.123.1 1.130.0 1.132.0 1.144.1 1.145.1 1.152.0 1.237.1 1.241.0 1.248.1 1.248.2 1.248.3 1.271.0 1.284.0 1.427.0 1.66.0 1.81.0 2.15.0 2.15.1 2.15.2 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.39.0 2.4.1 2.6.2 2.6.3 2.6.4 5.203.1
4719;CCT - ENTRE A APOMEPA-ASSOC. PORTUGUESA DOS MÉDICOS PATOLOGISTAS  E A FEPCES - FEDER. PORTUGUESA DOS SIND. DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2010;85;9;1.157.2 1.19.1 1.273.1 1.273.2 2.26.1 2.26.2 2.6.4 5.230.1 5.299.1
4721;AE ICC-IMP. COMERCIO DE CARVOES, LD.ª/ SIND TRAB. PORTUARIOS DO DOURO E LEIXOES;Acordo de empresa;Distrital;1980;1998;14;4;1.479.0 1.490.0 1.99.0 1.99.1
4729;CCT ASSOCIAÇAO DOS COMERCIANTES DE CARNES DO DISTRITO DE LEIRIA E O CESP -SIND.DOS TRAB.DO COMERCIO, ESCRITORIOS E SERVIÇOS DE PORTUGAL-ALTERAÇAO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Distrital;2000;2010;20;2;1.518.0 5.199.0
4734;CCT ANIECA-ASSOCIAÇÃO NAC. IND. ENSINO CONDUÇÃO AUTOMÓVEL E A FESTRU-FEDERAÇÃO SIND. TRANSPORTES RODOVIÁRIOS E URBANOS E OUTROS - ALT.SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2000;2003;16;4;2.15.2 2.39.0 2.6.4 5.34.0
4749;CCT ENTRE A ACHOC-ASSOCIAÇÃO DOS INDUSTRIAIS DE CHOCOLATES E CONFEITARIA E O SIND.NAC. DOS OPERÁRIOS CONFEITEIROS E OFICIOS CORREL. DO DIST. DO PORTO (PES.FABRIL/NORTE)-ALT.SAL. E OUTRAS.;Contrato coletivo de trabalho;Pluridistrital;2000;2003;10;3;1.240.0 2.40.0 5.485.1
4751;CCT ENTRE A ASSOCIAÇÃO DOS COMERC. DE CARNES DO DIST. DE SANTARÉM E O CESP - SIND. DOS TRAB.  DO COM. , ESCRIT. E SERVIÇOS DE PORTUGAL - ALTERAÇÃO SALARIAL;Contrato coletivo de trabalho;Distrital;2000;2008;8;2;1.518.0 5.325.0
4756;CCT ANIT - ASS. NAC. DOS INDUSTRIAIS DE TOMATE E A FED. SIND. DAS IND. ALIMENTAÇÃO BEBIDAS E TABACOS E OUTROS;Contrato coletivo de trabalho;Nacional;1981;2003;254;51;1.103.0 1.103.1 1.103.2 1.12.0 1.133.1 1.14.0 1.143.0 1.143.1 1.152.0 1.218.3 1.222.1 1.222.2 1.243.0 1.246.0 1.247.0 1.248.1 1.254.0 1.281.2 1.288.1 1.292.0 1.296.0 1.31.0 1.31.1 1.31.2 1.84.0 1.84.1 1.97.0 2.10.1 2.10.2 2.15.1 2.15.2 2.19.0 2.21.0 2.23.0 2.23.1 2.26.0 2.26.1 2.29.0 2.29.1 2.29.2 2.29.3 2.29.4 2.38.0 2.4.1 2.40.0 2.6.2 2.6.3 2.6.4 5.336.0 5.55.0 5.55.1
4767;CCT ASSOC. DOS IND. DE CONSERVAS DE  PEIXE DO NORTE E OUTRA / SIND. DOS TRAB. DA IND. DE CONSERVAS E OFICIOS CORRELATIVOS DO  CENTRO E OUTROS;Contrato coletivo de trabalho;Pluridistrital;1981;2003;167;34;1.127.0 1.130.0 1.131.1 1.152.0 1.197.0 1.206.1 1.25.0 1.4.1 1.41.0 1.81.0 1.93.0 2.15.1 2.15.2 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.29.0 2.29.1 2.29.2 2.29.3 2.29.4 2.3.2 2.39.0 2.4.1 2.40.0 2.6.2 2.6.3 2.6.4 5.280.0 5.306.0 5.306.1 5.306.2
4768;CCT-ENTRE A ASSOC. COMERCIAL DE AVEIRO E OUTRAS E O SIND. DOS TRABALHADORES DE ESCRITÓRIO E DO COMÉRCIO DO DISTRITO DE AVEIRO;Contrato coletivo de trabalho;Distrital;1981;2005;193;10;1.222.0 1.222.1 1.222.2 1.518.0 2.6.4 5.164.0 5.165.0 5.168.0 5.200.0 5.200.1
4771;CCT ANCIPA - ASSOC. NAC. DE COMERCIANTES E INDUSTRIAIS DE PRODUTOS ALIMENTARES (DIVISÃO DE HORTO-FRUTÍCOLAS) / SETAA - SIND. DOS EMPREGADOS, TÉCNICOS E ASSALARIADOS AGRÍCOLAS;Contrato coletivo de trabalho;Nacional;1981;2006;319;48;1.103.1 1.103.2 1.131.1 1.131.2 1.14.0 1.152.0 1.248.1 1.296.0 1.31.0 1.31.1 1.31.2 1.346.0 1.5.1 1.5.2 1.548.1 1.84.0 1.84.1 1.84.2 1.93.0 2.10.1 2.10.2 2.10.3 2.15.1 2.15.2 2.19.0 2.21.0 2.21.1 2.22.1 2.22.2 2.23.0 2.23.1 2.23.2 2.29.0 2.29.1 2.29.2 2.29.3 2.29.4 2.32.0 2.38.0 2.39.0 2.4.1 2.40.0 2.40.1 2.46.0 2.6.2 2.6.3 2.6.4 5.12.0
4781;CCT ASSOC. NAC. DOS IND. DE CONSERVAS DE PEIXE E OUTROS/FESINTES - FEDER. DOS SIND. DOS TRAB. DE ESCRITÓRIO E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;1983;2000;97;14;1.133.1 1.222.1 1.281.2 1.31.0 1.31.1 1.31.2 1.84.1 2.2.1 2.26.0 2.26.1 2.6.4 5.280.0 5.306.1 5.306.2
4782;CCT DA REGULAMENTAÇÃO COLECTIVA DE TRABALHO PARA O SECTOR DA INDÚSTRIA E COMÉRCIO FARMACÊUTICOS;Contrato coletivo de trabalho;Nacional;1981;2007;129;20;1.15.1 1.296.0 1.296.1 1.296.2 1.31.1 1.31.2 1.360.0 1.360.2 1.84.1 2.22.1 2.22.2 2.26.0 2.26.1 2.32.0 2.39.0 5.136.0 5.254.0 5.254.1 5.76.0 5.76.1
4788;CCT-ENTRE A ASSOC. NAC. DAS IND. DE MADEIRAS E O SIND. DOS TRABALHADORES DAS IND. DE CALÇADO, ARTIGOS DE PELE, MALAS, CORREARIA E SIMILARES DO CENTRO, SUL E ILHAS E OUTROS;Contrato coletivo de trabalho;Continente;1981;2002;80;12;1.107.1 1.107.2 1.146.0 1.166.0 1.166.1 1.193.0 1.193.1 1.230.0 2.20.1 2.20.2 5.190.0 5.190.1
4793;CCT ASSOC. DOS IND. HOTELEIROS E SIMILARES DO ALGARVE / SIND. DEMOCRÁTICO DA HOTELARIA, ALIMENTAÇÃO E TURISMO E OUTROS;Contrato coletivo de trabalho;Distrital;1981;1996;41;3;1.354.0 2.26.0 5.211.1
4797;CCT ASS.  DOS ARMADORES DE TRÁFEGO FLUVIAL E O SIND. DOS TRANSPORTES FLUVIAIS , COSTEIROS E DA MARINHA MERCANTE E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Continente;2000;2002;8;4;1.173.2 1.5.5 1.8.2 5.4.0
4804;CCT ENTRE A ASSOC. PORTUGUESA DE EMPRESAS CINEMATOGRÁFICAS E OUTRA E A FETESE - FEDERAÇÃO DOS SINDICATOS  DOS TRABALHADORES DE SERVIÇOS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2000;2003;10;3;2.26.1 5.110.0 5.81.0
4806;CCT PARA A INDÚSTRIA METALÚRGICA E METALOMECÂNIICA;Contrato coletivo de trabalho;Nacional;1981;1997;245;59;1.119.0 1.119.1 1.129.0 1.129.1 1.133.1 1.143.0 1.143.1 1.152.0 1.157.0 1.157.1 1.157.2 1.19.0 1.19.1 1.195.0 1.210.0 1.222.2 1.248.1 1.248.2 1.248.3 1.281.2 1.299.0 1.31.0 1.31.1 1.373.0 1.84.0 1.84.1 2.10.1 2.10.2 2.10.3 2.15.1 2.15.2 2.2.1 2.21.0 2.21.1 2.22.1 2.22.2 2.23.0 2.23.1 2.23.2 2.26.0 2.3.1 2.3.2 2.33.0 2.4.1 2.6.2 2.6.3 2.6.4 5.156.0 5.156.1 5.20.0 5.22.0 5.221.1 5.242.0 5.291.0 5.3.0 5.33.0 5.53.0 5.78.0 6.8.0
4811;CCT ASS. DOS IND. DE CORDOARIA E REDES / SINDETEX - SIND. DEM. DOS TÊXTEIS E OUTRO;Contrato coletivo de trabalho;Nacional;1981;2003;44;4;1.31.1 1.31.2 1.370.0 5.29.0
4812;CCT ANITAF-ASS. NAC. DAS IND. TÊXTEIS ALG. FIBRAS OUTRAS / SINDETEX-SIND. DEM. DOS TÊXTEIS OUTROS;Contrato coletivo de trabalho;Nacional;1981;2003;159;19;1.31.0 1.31.1 1.31.2 1.370.0 1.5.4 1.5.5 1.84.0 1.84.1 5.102.0 5.102.1 5.103.0 5.161.0 5.161.1 5.183.0 5.324.0 5.324.1 5.362.0 5.362.1 5.362.2
4814;CCT ENTRE A FENAME - FEDERAÇÃO NACIONAL DO METAL E O SIMA - SINDICATO DAS INDÚSTRIAS METALURGICAS E AFINS - ALTERAÇÃO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;1992;1992;2;2;1.346.0 6.8.0
4815;CCT ANIVEC - ASS. NAC. IND. VESTUÁRIO E CONF. / SINDETEX - SIND. DEM. DOS TÊXTEIS, OUTROS;Contrato coletivo de trabalho;Nacional;1981;2000;106;9;1.31.0 1.31.1 1.31.2 1.370.0 1.84.0 1.84.1 2.26.0 5.37.1 5.58.1
4816;AE FRANCISCO FINO, LD.ª / SITESC - SIND. TRAB. ESCRITÓRIO, COM. SERV. PORTALEGRE;Acordo de empresa;Concelhia;1981;1999;15;3;1.49.1 2.26.0 2.26.1
4817;CCT ENTRE A ASSOC. DOS INDUSTRIAIS DE PANIFICAÇÃO DE LISBOA E OUTRAS E O SIND. DEMOCRÁTICO DAS IND. DE PANIFICAÇÃO,  ALIMENTARES E AFINS;Contrato coletivo de trabalho;Pluridistrital;1981;1987;24;4;1.301.2 5.253.0 5.256.0 5.330.0
4821;CCT ENTRE A ANCIPA - ASSOC. NACIONAL DE COMERCIANTES E INDUSTRIAIS DE PRODUTOS ALIMENTARES (DIVISÃO DE CONFEITARIA) E O SITESC - SIND. DOS TRABALHADORES DE ESCRITÓRIO, SERVIÇOS E COMÉRCIO (CENTRO - SUL);Contrato coletivo de trabalho;Pluridistrital;1992;2010;72;8;1.133.1 2.26.0 2.26.1 2.29.3 2.29.4 2.40.0 2.6.4 5.12.0
4825;CCT ENTRE A AIPAN - ASSOC. DOS INDUSTRIAIS DE PANIFICAÇÃO DO NORTE E A FSIABT - FEDER. DOS SIND. DAS IND. DE ALIMENTAÇÃO, BEBIDAS E TABACOS E OUTRAS (SECTORES DE FABRICO, EXPEDIÇÃO E VENDAS, APOIO E MANUTENÇÃO - NORTE);Contrato coletivo de trabalho;Pluridistrital;1982;2004;122;18;1.133.1 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.29.0 2.29.1 2.29.2 2.29.3 2.29.4 2.39.0 2.4.1 2.40.0 2.5.0 5.257.0 5.257.1 5.258.0
4829;CCT AIPGN-ASS. DOS IND. PEDREIRAS DE GRANITO DO NORTE E A FED. NAC. SIND. DA CONSTRUÇÃO, MADEIRAS E MÁRMORES;Contrato coletivo de trabalho;Pluridistrital;1982;2003;10;4;2.23.1 2.23.2 5.218.0 5.218.1
4830;CCT ENTRE A ANCIPA - ASSOC. NACIONAL DE COMERCIANTES E INDUSTRIAIS DE PRODUTOS ALIMENTARES E O SETAA - SIND. DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS (APOIO);Contrato coletivo de trabalho;Nacional;1997;2003;44;10;1.103.2 1.502.0 1.84.1 2.15.2 2.21.1 2.23.2 2.29.4 2.40.0 2.6.4 5.12.0
4836;CCT ENTRE A ASSOCIAÇÃO DA IMPRENSA DIÁRIA E O SINDICATO DOS JORNALISTAS - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Nacional;2002;2003;4;2;1.11.0 5.201.0
4843;CCT ACOPE - ASSOCIAÇAO DOS COMERCIANTES DE PESCADO E O SINDEPESCAS - SINDICATO DEMOCRATICO DAS PESCAS E OUTROS - ALTERAÇAO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Continente;2000;2004;38;9;1.104.2 1.133.1 1.4.1 1.548.1 1.84.1 1.84.2 2.26.1 2.6.4 5.94.0
4845;CCT ANCIPA-ASS. NAC. COMS. E INDS. DE PROD. ALIMENTARES / SETAA;Contrato coletivo de trabalho;Nacional;1982;2006;36;7;1.103.2 1.14.0 2.29.0 2.40.0 2.40.1 2.6.4 5.12.0
4852;CONTRATO COLECTIVO ENTRE A ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE FOTOGRAFIA E O SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS DE CELULOSE, PAPEL, GRÁFICA E IMPRENSA E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;2000;2012;70;12;1.143.0 1.143.1 1.502.0 2.15.2 2.21.1 2.39.0 2.48.0 2.48.1 2.50.0 2.6.0 2.6.4 5.97.0
4855;CCT ASSOC. DOS IND. DE HOTELARIA, RESTAURANTES E SIMILARES DO CENTRO / SINDHAT - SIND. DEMOCRÁTICO DA HOTELARIA, ALIMENTAÇÃO E TURISMO E OUTROS;Contrato coletivo de trabalho;Pluridistrital;1982;2003;43;9;1.31.0 1.31.1 1.354.0 2.2.1 2.26.0 2.26.1 2.32.0 5.260.0 5.260.1
4862;CCT- ACAP- ASS. DO COMÉRCIO AUTOMOVEL DE PORTUGAL, E OUTRAS E A  FED. SIND. METALURGIA METALOMECÂNICA E MINAS DE PORTUGAL E OUTROS;Contrato coletivo de trabalho;Nacional;1987;1987;7;7;2.21.0 2.4.1 5.140.0 5.141.0 5.23.0 5.78.0 5.83.1
4872;AE FRANCISCO FINO, LD.ª / SIND. TRAB. ESCRITÓRIO, COM. SERV. DIST. PORTALEGRE (TRAB. ARMAZEM);Acordo de empresa;Concelhia;1982;1982;1;1;1.49.1
4879;CCT ASS. DOS IND. DE CORDOARIA E REDES / FED. DOS SIND. DOS TRAB. TÊXTEIS, LANIF. VEST. C. P. P. OUT;Contrato coletivo de trabalho;Nacional;1983;1998;129;37;1.143.0 1.143.1 1.152.0 1.152.1 1.157.0 1.157.1 1.157.2 1.180.1 1.225.1 1.233.1 1.248.1 1.248.2 1.250.0 1.296.0 1.299.0 1.318.0 1.502.0 2.10.1 2.10.2 2.10.3 2.15.1 2.15.2 2.20.1 2.20.2 2.21.0 2.21.1 2.23.0 2.23.1 2.23.2 2.3.1 2.3.2 2.33.0 2.4.1 2.6.2 2.6.3 2.6.4 5.29.0
4884;CONTRATO COLECTIVO DE TRABALHO ENTRE A ARAC - ASSOCIAÇÃO DOS INDUSTRIAIS DE ALUGUER DE AUTOMÓVEIS SEM CONDUTOR E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE ESCRITÓRIOS E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;1983;1996;47;13;1.104.1 1.133.1 1.218.2 1.222.1 1.281.1 1.281.2 1.346.0 1.354.0 2.2.1 2.26.0 2.26.1 2.26.2 5.45.0
4886;CCT ENTRE A  ASSOC. NAC.  DOS INDUSTRIAIS DE PRODUTOS DE CIMENTO E A FETESE-FEDER. DOS SIND. DOS TRABALHADORES DE SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2000;4;4;1.84.1 2.26.1 2.32.0 5.95.0
4890;CCT ENTRE A ARAC - ASSOC. DOS IND. DE ALUGUER DE AUTOMÓVEIS SEM CONDUTOR E A FESTRU - FEDER. DOS SIND. DE TRANSPORTES RODOVIÁRIOS E URBANOS E OUTRAS - ALT. SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;1983;1996;52;13;1.173.2 1.248.1 1.248.2 1.248.3 2.10.3 2.15.1 2.15.2 2.21.0 2.21.1 2.4.1 2.6.2 2.6.4 5.45.0
4894;CCT ENTRE A ASSOCIAÇÃO DOS INDUSTRIAIS DE OURIVESARIA E RELOJOARIA DO NORTE E A FEQUIMETAL-FEDERAÇÃO INTERSINDICAL DA METALÚRGIA, METALOMECÂNICA, MINAS, QUÍMICA, FARMACÊUTICA, PETRÓLEO E GÁS-ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Pluridistrital;2001;2024;25;11;2.39.0 2.48.0 2.48.1 5.188.0 5.192.1 5.192.2 5.228.0 5.228.1 5.73.0 5.73.1 5.93.0
4897;CCT ENTRE A AIVE-ASSOC. DOS INDUSTRIAIS DE VIDRO DE EMBALAGEM E A FETICEQ-FEDER. DOS TRABALHADORES DAS INDUSTRIAS CERÂMICA, VIDREIRA, EXTRACTIVA, ENERGIA E QUIMICA-ALTERAÇAO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;2000;2001;4;2;2.32.0 5.142.1
