nome;sinal;subsetor;subsetor_nome;forma_empresarial;fonte;ano
Unidade Local de Saúde da Região de Leiria, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Almada-Seixal, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Amadora/Sintra, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Barcelos/Esposende, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Braga, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Castelo Branco, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Coimbra, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Entre o Douro e Vouga, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Gaia/Espinho, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Loures-Odivelas, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Matosinhos, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Santa Maria, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Santo António, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de São José, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de São João, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Alentejo Central, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Algarve, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Alto Alentejo, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Alto Ave, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Alto Minho, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Baixo Alentejo, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Baixo Mondego, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Estuário do Tejo, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Litoral Alentejano, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Médio Ave, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Médio Tejo, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Nordeste, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Oeste, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Universidade Aberta;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade Nova de Lisboa;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade da Beira Interior;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade da Madeira;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade de Aveiro - Fundação Pública;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade de Coimbra;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade de Trás-os-Montes e Alto Douro;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade de Évora;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade do Algarve;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade do Minho;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade do Porto - Fundação Pública;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
Universidade dos Açores;APU;S.13112;Administração Central;nao;INE S.13 2025;2025
ViseuPolis - Sociedade para o Desenvolvimento do Programa Polis em Viseu, S.A.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
W.I.L. - Compra e Venda de Imóveis, S.A.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
Z.E.A. - Sociedade Agrícola, Unipessoal Lda.;SPE_PROVAVEL;S.13112;Administração Central;sim;INE S.13 2025;2025
ADENE - Agência para a Energia;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
AMOLIS - Associação Metropolitana de Operadores de Transporte de Lisboa;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
AUP - Associação das Universidades Portuguesas;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Agência Espacial Portuguesa - Portugal Space;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Associação Exploratório Infante D. Henrique;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Associação Évora 2027;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Biblioteca Lúcio Craveiro da Silva;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CACREAB - Centro Académico Clinico de Reabilitação, Associação;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CASES - Cooperativa António Sérgio para a Economia Social;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CEARTE -Centro de Formação Profissional para o Artesanato e Património;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CECOA - Centro de Formação Profissional para o Comércio e Afins;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CEFOSAP - Centro de Formação Sindical e Aperfeiçoamento Profissional;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CEFPI - Centro de Educação e Formação Profissional Integrada;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CEIS - Centro para a Economia e Inovação Social;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CENCAL - Centro de Formação Profissional para a Indústria da Cerâmica;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CENFIC - Centro de Formação Profissional da Indústria da Construção Civil e Obras Públicas do Sul;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CENFIM - Centro de Formação Profissional da Indústria Metalúrgica e Metalomecânica;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CENJOR - Centro Protocolar de Formação Profissional para Jornalistas;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CEPRA - Centro de Formação Profissional da Reparação Automóvel;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CFPIC - Centro de Formação Profissional da Indústria de Calçado;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CFPIMM - Centro de Formação Profissional das Indústria da Madeira e Mobiliário;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CFPSA - Centro de Formação Profissional para o Sector Alimentar;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CICCOPN - Centro de Formação Profissional da Indústria da Construção Civil e Obras Públicas do Norte;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CINDOR - Centro de Formação Profissional da Indústria de Ourivesaria e Relojoaria;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CINEL - Centro de Formação Profissional da Indústria Electrónica, Energia, Telecomunicações e Tecnologias de Informação;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CINFU - Centro de Formação Profissional da Indústria de Fundição;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CNPCE - Comissão Nacional Permanente dos Congressos da Estrada;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CRPG - Centro de Reabilitação Profissional de Gaia;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
CTE - Centro de Formação para a Transição Energética;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Casa Pia de Lisboa, I.P.;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Centro Protocolar de Formação Profissional para o Setor da Justiça;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Centro de Competências Ferroviário;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Centro de Competências de Envelhecimento Ativo;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Centro de Competências para a Economia Social;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Cesae Digital - Centro para o Desenvolvimento de Competências Digitais;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Cincork - Centro de Formação Profissional da Indústria de Cortiça;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Citeforma - Centro de Formação Profissional dos Trabalhadores de Escritório, Comércio e Serviços e Novas Tecnologias;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Côa Parque - Fundação para a Salvaguarda e Valorização do Vale do Côa;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Escola Nacional de Bombeiros;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
FOR-MAR - Centro de Formação Profissional das Pescas e do Mar;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Fundação Centro Cultural de Belém;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Fundação Económicas - Fundação para o Desenvolvimento das Ciências Económicas, Financeiras e Empresariais;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Fundação Gaspar Frutuoso, F.P.;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Fundação Luso-Americana para o Desenvolvimento;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Fundação Museu Nacional Ferroviário Armando Ginestal Machado;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Fundação do Desporto;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
IMAR - Instituto do Mar;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
INEB - Instituto Nacional de Engenharia Biomédica;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
INOVINTER - Centro de Formação e de Inovação Tecnológica;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Instituições Sem Fim Lucrativo da Administração Central;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
MODATEX - Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confeção e Lanifícios;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Santa Casa da Misericórdia de Lisboa;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
UNESUL - Associação Universidade - Empresa do Sul;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
UNINOVA - Instituto de Desenvolvimento de Novas Tecnologias;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Ulisses - Fundação para o Desenvolvimento da Gestão, F.P.;APU;S.13113;Administração Central;nao;INE S.13 2025;2025
Assembleia Legislativa da Região Autónoma dos Açores;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Centro de Consulta e Estudos Técnico-Jurídicos do Governo Regional;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Agricultura, Veterinária e Alimentação;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Ciência, Inovação e Desenvolvimento;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Cooperação com o Poder Local;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Cultura;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Educação e Administração Educativa;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Energia;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Juventude;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Mobilidade;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Saúde;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional da Solidariedade Social;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional das Comunicações e da Transição Digital;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional das Comunidades;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional das Obras Públicas;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional das Pescas;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional de Habitação;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional de Organização, Planeamento e Emprego Público;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional de Políticas Marítimas;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional de Prevenção e Combate às Dependências;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional de Qualificação Profissional e Emprego;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Ambiente e Ação Climática;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Desenvolvimento Rural;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Desporto;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Empreendedorismo e Competitividade;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Orçamento e Tesouro;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Planeamento e Fundos Estruturais;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional do Turismo;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional dos Assuntos Europeus e de Cooperação Externa;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
Direção Regional dos Recursos Florestais e Ordenamento Territorial;APU;S.131311A;Administração Regional e Local – Administração Regional – Órgãos dos Governos Regionais;nao;INE S.13 2025;2025
