codigo_dgert;denominacao;sigla;sigla_base;origem_sigla;tipo;lado;concelho;distrito;estado_registo;primeira_atividade;ultima_atividade
1.28.0;SINDICATO DOS AJUDANTES E PRATICANTES DE DESPACHANTE OFICIAL, DESPACHANTES PRIVATIVOS E AGENTES ADUANEIROS;AJUDANTESPRATICANTES;AJUDANTESPRATICANTES;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-07-31;1976-11-24
1.57.0;SINDICATO DOS BANCÁRIOS DO CENTRO;BANCARIOSCENTRO;BANCARIOSCENTRO;recurso;SINDICATO;trabalhadores;;COIMBRA;Activa;1975-08-05;2023-06-15
1.110.0;SINDICATO DOS BANCÁRIOS DO SUL E ILHAS;BANCARIOSSULILHAS;BANCARIOSSULILHAS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-07-30;2019-06-08
1.362.0;SINDICATO DOS CAPITÃES DA MARINHA MERCANTE;SINCAP;SINCAP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1979-07-08;1992-11-30
1.213.1;SINDICATO DOS CAPITÃES, OFICIAIS PILOTOS, COMISSÁRIOS E ENGENHEIROS DA MARINHA MERCANTE;OFICIAISMAR;OFICIAISMAR;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1998-01-30;2023-09-29
1.213.0;SINDICATO DOS CAPITÃES, OFICIAIS PILOTOS, COMISSÁRIOS E RADIOTÉCNICOS DA MARINHA MERCANTE;CAPITAESOFICIAIS;CAPITAESOFICIAIS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-09-03;1975-09-03
1.39.0;SINDICATO DOS CARPINTEIROS NAVAIS, CALAFATES E OFÍCIOS CORRELATIVOS, MECÂNICOS E DE MADEIRAS, VELEIROS , POLIDORES, ESTUFADORES E CONSTRUÇÃO NAVAL DE FIBRAS;CARPINTEIROSNAVAIS;CARPINTEIROSNAVAIS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-08-01;1976-05-17
1.214.0;SINDICATO DOS CARPINTEIROS NAVAIS, CALAFATES, PINTORES E OFÍCIOS CORRELATIVOS DO DISTRITO DO PORTO;CARPINTECarpinteiros;CARPINTEIROSNAVAIS;recurso+desambiguada;SINDICATO;trabalhadores;VILA NOVA DE GAIA;PORTO;Extinta;1975-09-22;1975-09-22
1.91.0;SINDICATO DOS CONFERENTES DE CARGAS MARÍTIMAS DE IMPORTAÇAO E EXPORTAÇAO DOS DISTRITOS DE LISBOA E SETÚBAL;CONFERENTESCARGAS;CONFERENTESCARGAS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-08-13;1999-02-15
1.129.0;SINDICATO DOS CONSTRUTORES CIVIS;CONSTRUTORESCIVIS;CONSTRUTORESCIVIS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-08-19;1981-06-15
1.345.0;SINDICATO DOS CONTABILISTAS;SICONT;SICONT;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1978-06-15;2025-12-22
1.383.0;SINDICATO DOS CONTROLADORES DE TRÁFEGO AÉREO;SINCTA;SINCTA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1981-03-21;2025-11-15
1.309.0;SINDICATO DOS DELEGADOS DE VENDAS (COMISSIONISTAS) DO DISTRITOS DO PORTO;COMISSIONISTAS;COMISSIONISTAS;derivada;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1976-09-29;2011-11-15
1.270.0;SINDICATO DOS DESCARREGADORES DE MAR E TERRA DO DISTRITO DE SETÚBAL;DESCARREDescarregado;DESCARREGADORESMAR;recurso+desambiguada;SINDICATO;trabalhadores;MONTIJO;SETÚBAL;Extinta;1975-10-01;2013-07-15
1.95.0;SINDICATO DOS DESCARREGADORES DE MAR E TERRA DO DISTRITO DE SETÚBAL;DESCARREGADORESMAR;DESCARREGADORESMAR;recurso;SINDICATO;trabalhadores;SETÚBAL;SETÚBAL;Extinta;1975-10-16;1999-06-29
1.224.0;SINDICATO DOS ECONOMISTAS;ECONOMISTAS;ECONOMISTAS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-08-29;2023-07-15
1.443.2;SINDICATO DOS EDUCADORES E PROFESSORES DO ENSINO BÁSICO;SIPPEB;SIPPEB;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2010-07-15;2026-08-15
1.509.0;SINDICATO DOS EDUCADORES E PROFESSORES LICENCIADOS PELAS ESCOLAS SUPERIORES DE EDUCAÇÃO E UNIVERSIDADES;SEPLEU;SEPLEU;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1997-06-21;2025-03-29
1.402.0;SINDICATO DOS ELECTRICISTAS DO METROPOLITANO;SINDEM;SINDEM;registo;SINDICATO;trabalhadores;;LISBOA;Activa;1982-07-30;2005-12-08
1.237.0;SINDICATO DOS ELECTRICISTAS DO NORTE;ELECTRICISTASNORTE;ELECTRICISTASNORTE;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-10-16;2001-07-22
1.144.0;SINDICATO DOS ELECTRICISTAS DO SUL;ELECTRICISTASSUL;ELECTRICISTASSUL;recurso;SINDICATO;trabalhadores;;LISBOA;Activa;1975-08-25;1975-08-25
1.661.0;SINDICATO DOS EMPREGADORES DE BANCA DOS CASINOS;SEBC;SEBC;registo;SINDICATO;trabalhadores;ESPINHO;PORTO;Activa;2020-09-15;2020-12-10
1.269.0;SINDICATO DOS EMPREGADOS DAS SALAS DE JOGOS DOS CASINOS;EMPREGADOSSALASJOGOS;EMPREGADOSSALASJOGOS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-09-17;1981-01-15
1.103.1;SINDICATO DOS EMPREGADOS, TÉCNICOS E ASSALARIADOS AGRÍCOLAS;SETAA;SETAA;registo;SINDICATO;trabalhadores;;LISBOA;Extinta;1984-04-15;1988-08-15
1.286.1;SINDICATO DOS EMPREGADOS, TÉCNICOS E ASSALARIADOS DA CONSTRUÇÃO CIVIL, OBRAS PÚBLICAS E AFINS;SETACCOP;SETACCOP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1986-03-30;1987-01-30
1.358.0;SINDICATO DOS ENCARREGADOS E AJUDANTES DE ENCARREGADO DE BIBLIOTECA DE PORTUGAL;ENCARREGADOS;ENCARREGADOS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1979-06-15;2011-07-29
1.330.0;SINDICATO DOS ENCARTADOS DE MESTRANÇA DAS PESCAS DE MATOSINHOS E AVEIRO (EM BARCOS DE SARDINHA E ARRASTO MATRICULADOS NAS CAPITANIAS DO DOURO E LEIXÕES E AVEIRO);ENCARTADOSMESTRANCA;ENCARTADOSMESTRANCA;recurso;SINDICATO;trabalhadores;MATOSINHOS;PORTO;Extinta;1977-06-29;1977-10-29
1.330.1;SINDICATO DOS ENCARTADOS DE MESTRANÇA DAS PESCAS DE MATOSINHOS, AVEIRO E FIGUEIRA DA FOZ;ENCARTADOSMESTRANCA;ENCARTADOSMESTRANCA;recurso;SINDICATO;trabalhadores;MATOSINHOS;PORTO;Extinta;1978-05-08;2014-01-08
1.225.2;SINDICATO DOS ENFERMEIROS;SE;SE;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2002-05-22;2025-10-15
1.225.0;SINDICATO DOS ENFERMEIROS DA ZONA NORTE;ENFERMEIROSZONANORTE;ENFERMEIROSZONANORTE;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1975-09-02;1975-09-02
1.157.0;SINDICATO DOS ENFERMEIROS DA ZONA SUL;ENFERMEIROSZONASUL;ENFERMEIROSZONASUL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-10-14;1980-10-30
1.157.1;SINDICATO DOS ENFERMEIROS DA ZONA SUL E REGIÃO AUTÓNOMA DOS AÇORES;ENFERMEIROSZONASUL;ENFERMEIROSZONASUL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1986-08-30;1986-08-30
1.233.1;SINDICATO DOS ENFERMEIROS DO CENTRO;ENFERMEIROSCENTRO;ENFERMEIROSCENTRO;recurso;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Activa;1982-08-14;2006-08-15
1.225.1;SINDICATO DOS ENFERMEIROS DO NORTE;ENFERMEIROSNORTE;ENFERMEIROSNORTE;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1992-11-30;2001-05-08
1.157.2;SINDICATO DOS ENFERMEIROS PORTUGUESES;SEP;SEP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1988-07-30;2023-12-11
1.221.1;SINDICATO DOS ENGENHEIROS;SERS;SERS;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2004-10-22;2026-01-15
1.475.0;SINDICATO DOS ENGENHEIROS DA MARINHA MERCANTE;SEMM;SEMM;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1991-07-30;2026-08-29
1.140.0;SINDICATO DOS ENGENHEIROS DA REGIÃO CENTRO;ENGENHEIROSREGIAO;ENGENHEIROSREGIAO;recurso;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Extinta;1975-08-11;1977-08-26
1.221.0;SINDICATO DOS ENGENHEIROS DA REGIÃO SUL;ENGENHEIROSREGIAOSUL;ENGENHEIROSREGIAOSUL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-08-19;2001-09-08
1.234.0;SINDICATO DOS ENGENHEIROS DO NORTE;ENGENHEIROSNORTE;ENGENHEIROSNORTE;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-09-26;2011-09-29
1.296.1;SINDICATO DOS ENGENHEIROS TÉCNICOS;SETN;SETN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1992-10-30;1993-04-15
1.103.0;SINDICATO DOS ENGENHEIROS TÉCNICOS AGRÁRIOS;SETA;SETA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-08-23;1981-07-15
1.434.0;SINDICATO DOS ENGENHEIROS TÉCNICOS DE CIÊNCIAS AGRÁRIAS;SETCA;SETCA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1986-07-15;2012-12-08
1.296.0;SINDICATO DOS ENGENHEIROS TÉCNICOS DO NORTE;ENGENHEIROSTECNICOS;ENGENHEIROSTECNICOS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1976-02-24;1980-05-22
1.15.0;SINDICATO DOS ENGENHEIROS TÉCNICOS DO SUL;SETS;SETS;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-07-29;1992-02-29
1.418.1;SINDICATO DOS ESCRITÓRIOS E SERVIÇOS DO NORTE;SESN;SESN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1984-06-15;1996-02-15
1.418.0;SINDICATO DOS ESCRITÓRIOS E SERVIÇOS DO PORTO;ESCRITORIOSSERVICOS;ESCRITORIOSSERVICOS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1983-06-30;1984-03-15
1.6.1;SINDICATO DOS ESTIVADORES DO PORTO DE LISBOA CENTRO E SUL DE PORTUGAL;ESTIVADORESPORTO;ESTIVADORESPORTO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1997-12-15;1999-02-15
1.6.0;SINDICATO DOS ESTIVADORES DO PORTO DE LISBOA E CENTRO DE PORTUGAL;ESTIVADORESPORTO;ESTIVADORESPORTO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-08-09;1997-07-30
1.613.0;SINDICATO DOS ESTIVADORES DO PORTO DE VIANA DO CASTELO;ESTIVADOEstivadoresP;ESTIVADORESPORTO;recurso+desambiguada;SINDICATO;trabalhadores;VIANA DO CASTELO;;Activa;2015-02-04;2015-04-08
1.613.1;SINDICATO DOS ESTIVADORES DO PORTO DE VIANA DO CASTELO;SEPVCT;SEPVCT;registo;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Activa;2016-01-08;2025-01-29
1.45.0;SINDICATO DOS ESTIVADORES E BARQUEIROS DO DISTRITO DE SETÚBAL;ESTIVADOREstivadores;ESTIVADORES;recurso+desambiguada;SINDICATO;trabalhadores;SETÚBAL;SETÚBAL;Extinta;1975-07-29;1993-03-30
1.178.0;SINDICATO DOS ESTIVADORES E TRABALHADORES DO CAIS DO PORTO DE VIANA DO CASTELO;ESTIVADORESCAISPORTO;ESTIVADORESCAISPORTO;recurso;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Extinta;1975-09-26;1975-09-26
1.170.0;SINDICATO DOS ESTIVADORES E TRABALHADORES DO PORTO DE AVEIRO;ESTIVADORESPORAveiro;ESTIVADORESPORTO;recurso+desambiguada;SINDICATO;trabalhadores;AVEIRO;AVEIRO;Activa;1975-08-26;2011-03-08
1.38.0;SINDICATO DOS ESTIVADORES S CONFERENTES MARÍTIMOS E FLUVIAIS DO DISTRITO DO PORTO;ESTIVADORES;ESTIVADORES;recurso;SINDICATO;trabalhadores;MATOSINHOS;PORTO;Extinta;1975-07-31;1994-10-15
1.490.0;SINDICATO DOS ESTIVADORES, CONFERENTES E TRÁFEGO DOS PORTOS DO DOURO E LEIXÕES;SECTPDL;SECTPDL;registo;SINDICATO;trabalhadores;MATOSINHOS;PORTO;Activa;1994-10-15;2026-05-08
1.178.1;SINDICATO DOS ESTIVADORES, LINGADORES E CONFERENTES DO PORTO DE VIANA DO CASTELO;ESTIVADOVianadocaste;ESTIVADORES;recurso+desambiguada;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Extinta;1979-06-29;2012-11-22
1.521.0;SINDICATO DOS ESTIVADORES, TRABALHADORES DO TRÁFEGO E CONFERENTES MARÍTIMOS DO CENTRO E SUL DE PORTUGAL;ESTIVADORESTRAFEGO;ESTIVADORESTRAFEGO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1999-02-15;2013-05-22
1.78.0;SINDICATO DOS FERROVIÁRIOS DO CENTRO;FERROVIARIOSCENTRO;FERROVIARIOSCENTRO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-08-11;1999-10-15
1.94.0;SINDICATO DOS FERROVIÁRIOS DO NORTE DE PORTUGAL;FERROVIARIOSNORTE;FERROVIARIOSNORTE;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-08-14;1999-10-15
1.105.0;SINDICATO DOS FERROVIÁRIOS DO SUL;FERROVIARIOSSUL;FERROVIARIOSSUL;recurso;SINDICATO;trabalhadores;BARREIRO;SETÚBAL;Extinta;1975-08-19;1999-10-15
1.514.0;SINDICATO DOS FISIOTERAPEUTAS PORTUGUESES;SFP;SFP;registo;SINDICATO;trabalhadores;LISBOA;SETÚBAL;Activa;1997-10-26;2026-01-08
1.31.1;SINDICATO DOS FOGUEIROS DE MAR E TERRA;SIFOMATE;SIFOMATE;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1983-07-15;1998-08-15
1.31.0;SINDICATO DOS FOGUEIROS DE MAR E TERRA DO NORTE;FOGUEIROSMARTERRA;FOGUEIROSMARTERRA;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1975-07-30;1979-02-28
1.5.0;SINDICATO DOS FOGUEIROS DE MAR E TERRA DO SUL E ILHAS ADJACENTES;FOGUEIROSMARTERRASUL;FOGUEIROSMARTERRASUL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-07-17;1975-07-17
1.5.3;SINDICATO DOS FOGUEIROS DE TERRA E DA MESTRANÇA E MARINHAGEM DE MÁQUINAS DA MARINHA MERCANTE;SITEMAQ;SITEMAQ;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1982-07-15;1985-11-15
1.5.2;SINDICATO DOS FOGUEIROS DE TERRA E ÚNICO DA MESTRANÇA E MARINHAGEM DE MÁQUINAS DA MARINHA MERCANTE;FOGUEIROSTERRAUNICO;FOGUEIROSTERRAUNICO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1981-03-21;1981-03-21
1.5.1;SINDICATO DOS FOGUEIROS MOTORISTAS DE MAR E TERRA E AFINS;FOGUEIROSMOTORISTAS;FOGUEIROSMOTORISTAS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1979-08-22;1980-07-15
1.31.2;SINDICATO DOS FOGUEIROS, ENERGIA E INDÚSTRIAS TRANSFORMADORAS;SIFOMATE;SIFOMATE;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1999-12-29;2023-04-29
1.670.0;SINDICATO DOS FUNCIONARIOS DO MINISTERIO PUBLICO;SFMP;SFMP;registo;SINDICATO;trabalhadores;SEIXAL;LISBOA;Activa;2021-06-14;2023-02-08
1.480.0;SINDICATO DOS FUNCIONÁRIOS DO SERVIÇO DE ESTRANGEIROS E FRONTEIRAS;SINSEF;SINSEF;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1992-02-15;2025-03-08
1.468.0;SINDICATO DOS FUNCIONÁRIOS JUDICIAIS;SFJ;SFJ;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1990-06-30;2025-09-29
1.424.0;SINDICATO DOS FUNCIONÁRIOS PARLAMENTARES;FUNCIONAFuncionarios;FUNCIONARIOS;recurso+desambiguada;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1985-11-30;2026-05-15
1.79.0;SINDICATO DOS GRÁFICOS E TRANSFORMADORES DE PAPEL DO DISTRITO DE AVEIRO;GRAFICOS;GRAFICOS;recurso;SINDICATO;trabalhadores;AVEIRO;AVEIRO;Extinta;1975-08-11;1982-02-15
1.446.2;SINDICATO DOS INSPECTORES DA EDUCAÇÃO E DO ENSINO;INSPECTORESEDUCACAO;INSPECTORESEDUCACAO;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2003-10-22;2023-12-15
1.446.0;SINDICATO DOS INSPECTORES DO ENSINO;INSPECTORESENSINO;INSPECTORESENSINO;recurso;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Activa;1988-11-15;1988-11-15
1.446.1;SINDICATO DOS INSPECTORES DO ENSINO;SIE;SIE;registo;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Activa;1996-05-24;2001-11-08
1.587.0;SINDICATO DOS INSPECTORES DO TRABALHO (SIT);SIT;SIT;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2010-03-20;2026-05-08
1.626.0;SINDICATO DOS INSPETORES DE INVESTIGAÇAO, FISCALIZAÇAO E FRONTEIRAS;INSPETORES;INSPETORES;recurso;SINDICATO;trabalhadores;;LISBOA;Activa;2017-06-08;2021-04-22
1.283.0;SINDICATO DOS JOGADORES PROFISSIONAIS DE FUTEBOL;JOGADORESFUTEBOL;JOGADORESFUTEBOL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-10-06;2025-04-15
1.11.0;SINDICATO DOS JORNALISTAS;JORNALISTAS;JORNALISTAS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-07-24;2024-07-08
1.696.0;SINDICATO DOS LEITORES DE PORTUGUÊS NO ESTRANGEIRO (SILPE);SILPE;SILPE;registo;SINDICATO;trabalhadores;COIMBRA;;Activa;2026-09-22;2026-09-22
1.73.1;SINDICATO DOS LINGADORES-APARTADORES, BARQUEIROS-FRAGATEIROS DO DOURO E LEIXÕES E FLUVIAIS DO NORTE DE PORTUGAL;LINGADORES;LINGADORES;recurso;SINDICATO;trabalhadores;MATOSINHOS;PORTO;Extinta;1983-09-15;1991-12-15
1.352.1;SINDICATO DOS MAGISTRADOS DO MINISTÉRIO PÚBLICO;MAGISTRADOS;MAGISTRADOS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1979-08-15;2024-05-08
1.61.0;SINDICATO DOS MAQUINISTAS PRÁTICOS, AJUDANTES E ARTÍFICES DA MARINHA MERCANTE;MAQUINISTASPRATICOS;MAQUINISTASPRATICOS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-07-29;1982-08-30
1.410.0;SINDICATO DOS MAQUINISTAS PRÁTICOS, AJUDANTES E ARTÍFICES DA MARINHA MERCANTE DE PORTUGAL;MAQUINISTASPRALisboa;MAQUINISTASPRATICOS;recurso+desambiguada;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1982-08-30;1982-08-30
1.226.0;SINDICATO DOS MAQUINISTAS PRÁTICOS, AJUDANTES E ARTÍFICES DA MARINHA MERCANTE DO DISTISTRITO DE FARO;MAQUINISTMaquinistas;MAQUINISTASPRATICOS;recurso+desambiguada;SINDICATO;trabalhadores;OLHÃO;FARO;Extinta;1975-09-02;1982-08-30
1.179.0;SINDICATO DOS MARCENEIROS E OFÍCIOS CORRELATIVOS DO DISTRITO DE BRAGA;MARCENEIROSOFICIOS;MARCENEIROSOFICIOS;recurso;SINDICATO;trabalhadores;BRAGA;BRAGA;Extinta;1975-09-26;1981-07-30
1.43.0;SINDICATO DOS MARINHEIROS MERCANTES DE PORTUGAL;MARINHEIROSMERCANTES;MARINHEIROSMERCANTES;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-08-04;2023-05-15
1.291.0;SINDICATO DOS MÉDICOS DA REGIÃO SUL;MEDICOSREGIAOSUL;MEDICOSREGIAOSUL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-11-12;2015-07-08
1.374.0;SINDICATO DOS MÉDICOS DA ZONA CENTRO;SMZC;SMZC;registo;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Activa;1980-07-15;2025-12-08
1.291.1;SINDICATO DOS MÉDICOS DA ZONA SUL (SMZS);SMZS;SMZS;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1982-03-15;2026-01-21
1.596.0;SINDICATO DOS MÉDICOS DENTISTAS;SMD;SMD;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;2010-04-20;2015-02-22
1.664.1;SINDICATO DOS MÉDICOS DENTISTAS;SMDMedicos;SMD;registo+desambiguada;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2021-03-15;2025-04-08
1.690.0;SINDICATO DOS MÉDICOS DENTISTAS DO SETOR PÚBLICO E SOCIAL PORTUGUÊS;SMDSP;SMDSP;registo;SINDICATO;trabalhadores;CINFÃES;VISEU;Activa;2024-11-08;2024-11-08
1.664.0;SINDICATO DOS MEDICOS DENTISTAS PORTUGUES;SMDP;SMDP;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2020-11-05;2025-05-22
1.407.0;SINDICATO DOS MÉDICOS DO NORTE;SMN;SMN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1982-07-30;2025-06-22
1.440.0;SINDICATO DOS MEIOS AUDIOVISUAIS;AUDIOVISUAIS;AUDIOVISUAIS;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1987-04-30;1990-03-15
1.440.1;SINDICATO DOS MEIOS AUDIOVISUAIS;SMAV;SMAV;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1993-06-30;2023-11-15
1.155.0;SINDICATO DOS METALÚRGICOS DE AVEIRO;METALURGICOSAVEIRO;METALURGICOSAVEIRO;recurso;SINDICATO;trabalhadores;;AVEIRO;Extinta;1975-08-29;1975-08-29
1.174.0;SINDICATO DOS METALÚRGICOS DE BRAGA;METALURGICOSBRAGA;METALURGICOSBRAGA;recurso;SINDICATO;trabalhadores;BRAGA;BRAGA;Extinta;1975-09-01;1975-09-01
1.52.0;SINDICATO DOS METALÚRGICOS DE VISEU;METALURGICOSVISEU;METALURGICOSVISEU;recurso;SINDICATO;trabalhadores;VISEU;VISEU;Extinta;1975-07-24;1978-02-08
1.92.0;SINDICATO DOS METALURGICOS DO DISTRITO DE CASTELO BRANCO;METALURGICOSDCovilha;METALURGICOSDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;COVILHÃ;CASTELO BRANCO;Extinta;1975-08-13;2000-11-29
1.147.0;SINDICATO DOS METALÚRGICOS DO DISTRITO DE LEIRIA;METALURGICOSDIS11470;METALURGICOSDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;;LEIRIA;Extinta;1975-08-25;1975-08-25
1.158.0;SINDICATO DOS METALÚRGICOS DO DISTRITO DE PORTALEGRE;METALURGICPortalegre;METALURGICOSDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;PORTALEGRE;PORTALEGRE;Extinta;1975-08-11;1983-04-30
1.32.0;SINDICATO DOS METALÚRGICOS DO DISTRITO DE SANTARÉM;METALURGMetalurgicos;METALURGICOSDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;ABRANTES;SANTARÉM;Extinta;1975-07-29;1975-07-29
1.83.0;SINDICATO DOS METALÚRGICOS DO DISTRITO DE SETÚBAL;METALURGICOSBarreiro;METALURGICOSDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;BARREIRO;SETÚBAL;Extinta;1975-08-06;1975-08-06
1.17.0;SINDICATO DOS METALÚRGICOS DO DISTRITO DE VIANA DO CASTELO;METALURGICOSDISTRITO;METALURGICOSDISTRITO;recurso;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Activa;1975-07-23;1975-07-23
1.111.0;SINDICATO DOS MOTORISTAS DO DISTRITO DO PORTO;MOTORISTASDISTRITO;MOTORISTASDISTRITO;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-08-06;1975-08-06
1.46.0;SINDICATO DOS MUSICOS;MUSICOS;MUSICOS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-07-31;2008-12-29
1.46.1;SINDICATO DOS MUSICOS DOS PROFISSIONAIS DO ESPECTÁCULO E DO AUDIOVISUAL;CENA;CENA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;2011-12-29;2017-06-22
1.275.0;SINDICATO DOS OFICIAIS BARBEIROS, CABELEIREIROS E OFÍCIOS CORRELATIVOS DOS DISTRITOS DE BRAGA E VIANA DO CASTELO;OFICIAISBARBEIROS;OFICIAISBARBEIROS;recurso;SINDICATO;trabalhadores;BRAGA;BRAGA;Extinta;1975-09-29;1992-07-15
1.563.0;SINDICATO DOS OFICIAIS DE JUSTIÇA;SOJ;SOJ;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2005-11-29;2026-05-08
1.462.0;SINDICATO DOS OFICIAIS DE OPERAÇÕES AEROPORTUÁRIAS;SINDOPA;SINDOPA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1989-12-15;2000-09-08
1.180.1;SINDICATO DOS OFICIAIS E ENGENHEIROS MAQUINISTAS DA MARINHA MERCANTE (SOEMMM);SOEMMM;SOEMMM;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1978-02-15;2018-08-15
1.180.0;SINDICATO DOS OFICIAIS MAQUINISTAS DA MARINHA MERCANTE;SOMMM;SOMMM;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-08-26;1997-10-15
1.243.0;SINDICATO DOS OPERÁRIOS AGRÍCOLAS DO DISTRITO DE SANTARÉM;OPERARIOSAGRICOLAS;OPERARIOSAGRICOLAS;recurso;SINDICATO;trabalhadores;;SANTARÉM;Extinta;1975-08-11;1993-05-15
