codigo_dgert;denominacao;sigla;sigla_base;origem_sigla;tipo;lado;concelho;distrito;estado_registo;primeira_atividade;ultima_atividade
5.402.0;ASSOCIAÇÃO NACIONAL DE PRODUTORES DE TAPETES DE ARRAIOLOS;PRODUTORESTAPETES;PRODUTORESTAPETES;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1986-08-30;2012-06-29
5.293.0;ASSOCIAÇÃO NACIONAL DE REVENDEDORES DE COMBUSTÍVEIS;ANAREC;ANAREC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1977-05-11;2023-05-29
5.293.1;ASSOCIAÇÃO NACIONAL DE REVENDEDORES DE COMBUSTÍVEIS, ESTAÇÕES DE SERVIÇO, ESTACIONAMENTOS E LAVAGENS AUTOMÓVEIS;ANAREC;ANAREC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2023-11-29;2026-05-22
5.517.0;ASSOCIAÇÃO NACIONAL DE SERVIÇOS DE LIMPEZA A SECO, LAVANDARIA E TINTURARIA;ANASE;ANASE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1997-11-03;2005-12-08
5.517.1;ASSOCIAÇÃO NACIONAL DE SERVIÇOS DE LIMPEZA A SECO, LAVANDARIA E TINTURARIA;ANASEL;ANASEL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2007-05-08;2012-01-08
5.347.0;ASSOCIAÇÃO NACIONAL DE SUPERMERCADOS;ANS;ANS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1981-12-30;1992-08-30
5.496.1;ASSOCIAÇÃO NACIONAL DE TERAPEUTAS MANIPULATIVOS;ANOTerapeutas;ANO;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;2005-12-19;2014-08-08
5.15.0;ASSOCIAÇÃO NACIONAL DE TRANSPORTADORES PÚBLICOS RODOVIÁRIOS DE MERCADORIAS;ANTRAM;ANTRAM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-08-26;2026-01-29
5.203.1;ASSOCIAÇÃO NACIONAL DE TRANSPORTADORES RODOVIÁRIOS DE PESADOS DE PASSAGEIROS;ANTROP;ANTROP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1977-10-08;2017-03-29
5.203.2;ASSOCIAÇÃO NACIONAL DE TRANSPORTES DE PASSAGEIROS;ANTROP;ANTROP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2018-07-15;2026-02-22
5.507.0;ASSOCIAÇÃO NACIONAL DE UNIDADES DE DIAGNÓSTICO PELA IMAGEM;ANAUDI;ANAUDI;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1996-10-15;1996-10-15
5.507.1;ASSOCIAÇÃO NACIONAL DE UNIDADES DE DIAGNÓSTICO POR IMAGEM;ANAUDI;ANAUDI;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1997-02-28;2026-07-15
5.627.0;ASSOCIAÇÃO NACIONAL DE UNIDADES DE GASTRENTEROLOGIA;ANUG;ANUG;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LISBOA;Activa;2025-12-04;2026-06-22
5.410.0;ASSOCIAÇÃO NACIONAL DE UTENTES PRIVATIVOS DE CAIS CONCESSIONADOS OU LICENCIADOS;ANUC;ANUC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1987-12-15;2024-01-22
5.410.1;ASSOCIAÇÃO NACIONAL DE UTENTES PRIVATIVOS E DE CONCESSIONÁRIOS DE SERVIÇO PÚBLICO DE ÁREAS PORTUÁRIAS;ANUC;ANUC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1995-11-15;2021-01-22
5.378.4;ASSOCIAÇÃO NACIONAL DO CORPO E DO CABELO;CORPOCABELO;CORPOCABELO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LEIRIA;LEIRIA;Activa;2016-08-08;2024-07-08
5.541.0;ASSOCIAÇÃO NACIONAL DO ENSINO PROFISSIONAL;ANESPO;ANESPO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2002-05-08;2002-05-08
5.320.0;ASSOCIAÇÃO NACIONAL DO ESTETICISMO PROFISSIONAL;ANEP;ANEP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1979-01-15;2013-11-29
5.320.1;ASSOCIAÇÃO NACIONAL DO ESTETICISMO PROFISSIONAL, INSTITUTOS DE BELEZA E FORMAÇÃO PROFISSIONAL;ANEP;ANEP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;OEIRAS;LISBOA;Activa;2016-05-30;2022-05-22
5.23.1;ASSOCIAÇÃO NACIONAL DO RAMO AUTOMÓVEL;ARAN;ARAN;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1984-11-15;2025-07-22
5.378.3;ASSOCIAÇÃO NACIONAL DO SECTOR DE COMERCIO E SERVIÇOS DE CUIDADOS CORPORAIS;SECTORCOMERCIO;SECTORCOMERCIO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LEIRIA;LEIRIA;Activa;1999-10-22;2018-07-22
5.203.0;ASSOCIAÇÃO NACIONAL DO TRANSPORTE RODOVIÁRIO PESADO DE PASSAGEIROS;ANTROP;ANTROP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1975-09-24;1999-08-15
5.137.0;ASSOCIAÇÃO NACIONAL DOS ARMAZENISTAS DE PAPEL;ARMAZENISTASPAPEL;ARMAZENISTASPAPEL;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-09-04;2007-06-08
5.31.0;ASSOCIAÇÃO NACIONAL DOS ARMAZENISTAS, IMPORTADORES E EXPORTADORES DE FRUTAS E PRODUTOS HORTÍCOLAS;ANAIEF;ANAIEF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-08-14;2000-01-15
5.278.0;ASSOCIAÇÃO NACIONAL DOS CENTROS DE ABATE DE AVES;ANCAVE;ANCAVE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1976-08-17;2002-06-08
5.278.1;ASSOCIAÇÃO NACIONAL DOS CENTROS DE ABATE E INDÚSTRIAS TRANSFORMADORAS DE CARNE DE AVES;ANCAVE;ANCAVE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1984-12-15;2024-07-15
5.107.1;ASSOCIAÇÃO NACIONAL DOS COMERCIANTES DE EQUIPAMENTOS CIENTÍFICOS, S.A.ÚDE E IMAGEM;COMERCIANTESLisboa;COMERCIANTES;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1997-02-28;2024-09-22
5.52.0;ASSOCIAÇÃO NACIONAL DOS COMERCIANTES DE VEÍCULOS DE DUAS RODAS;ANCVDR;ANCVDR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;ÁGUEDA;AVEIRO;Extinta;1975-11-22;2008-01-22
5.308.3;ASSOCIAÇÃO NACIONAL DOS COMERCIANTES E EXPORTADORES DE VINHOS E BEBIDAS ESPIRITUOSAS;ANCEVE;ANCEVE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1998-08-15;2020-03-08
5.354.0;ASSOCIAÇÃO NACIONAL DOS CONCESSIONÁRIOS DE ESTABELECIMENTOS DE PRAIAS DE BANHOS E SERVIÇOS AFINS;CONCESSIONARIOS;CONCESSIONARIOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;CASCAIS;LISBOA;Extinta;1982-08-30;2016-07-22
5.401.0;ASSOCIAÇÃO NACIONAL DOS CORRETORES DE SEGUROS;ANCOSE;ANCOSE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1986-08-15;1999-06-15
5.292.0;ASSOCIAÇÃO NACIONAL DOS DISTRIBUIDORES DE ÁGUAS, REFRIGERANTES E CERVEJAS;ANDARC;ANDARC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1984-04-15;2012-06-08
5.17.0;ASSOCIAÇÃO NACIONAL DOS EMPRESÁRIOS DE LIMPEZA;ANEL;ANEL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1998-10-15;1998-11-15
5.17.1;ASSOCIAÇÃO NACIONAL DOS EMPRESÁRIOS DE LIMPEZA;ANEL;ANEL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;2011-06-08;2011-06-08
5.587.0;ASSOCIAÇÃO NACIONAL DOS ESTABELECIMENTOS DE EDUCAÇÃO PRIVADOS;ANEEP;ANEEP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Extinta;2007-02-08;2008-12-22
5.307.0;ASSOCIAÇÃO NACIONAL DOS ESTABELECIMENTOS PRIVADOS DE SAÚDE;ESTABELEEstabelecime;ESTABELECIMENTOS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1977-12-29;2011-11-29
5.114.1;ASSOCIAÇÃO NACIONAL DOS GROSSISTAS DE TABACOS;GROSSISTASTABACOS;GROSSISTASTABACOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2005-11-08;2009-10-15
5.364.0;ASSOCIAÇÃO NACIONAL DOS GROSSISTAS TRANSFORMADORES DE CARNES;ANATCA;ANATCA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1984-02-29;2013-03-08
5.195.2;ASSOCIAÇÃO NACIONAL DOS IMPORTADORES /ARMAZENISTAS E RETALHISTAS DE PRODUTOS QUIMICOS E FARMACÊUTICOS;NORQUIFAR;NORQUIFAR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2006-08-08;2024-04-29
5.218.2;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DA PEDRA;ANIP;ANIP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2005-05-22;2005-05-22
5.119.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE ÁGUAS MINEROMEDICINAIS E DE MESA;ANIAMM;ANIAMM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-03;1985-05-15
5.11.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE ARROZ;ANIA;ANIA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1976-01-08;2026-07-03
5.267.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE BARRO VERMELHO;ANIBAVE;ANIBAVE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1976-04-28;2013-11-15
5.242.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE BICICLETAS, CICLOMOTORES, MOTOCICLOS E ACESSÓRIOS;INDUSTRIAIBicicletas;INDUSTRIAIS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;AVEIRO;Activa;1976-12-07;2000-05-15
5.333.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE BOTÕES;INDUSTRIAISBOTOES;INDUSTRIAISBOTOES;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Activa;1980-06-29;2022-07-08
5.333.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE BOTÕES E ACESSÓRIOS TÊXTEIS (ANIB);ANIB;ANIB;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Activa;2025-09-24;2025-12-08
5.14.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE CARNES;ANIC;ANIC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-08-22;2004-11-29
5.306.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE CONSERVAS DE PEIXE;INDUSTRIAIMatosinhos;INDUSTRIAISCONSERVAS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MATOSINHOS;PORTO;Activa;1982-08-14;1986-09-30
5.306.2;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE CONSERVAS DE PEIXE(ANICP);ANICP;ANICP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MATOSINHOS;PORTO;Activa;1991-06-15;2021-03-15
5.33.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE CUTELARIAS;INDUSTRIAICutelarias;INDUSTRIAIS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;GUIMARÃES;BRAGA;Extinta;1975-10-28;2011-03-22
5.34.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE ENSINO DE CONDUÇÃO AUTOMÓVEL;ANIECA;ANIECA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-08-22;2026-06-29
5.97.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE FOTOGRAFIA;ANIF;ANIF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-11;2013-10-22
5.518.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE GELADOS ALIMENTARES;INDUSTRIAISGELADOS;INDUSTRIAISGELADOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1997-12-30;2003-04-22
5.518.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE GELADOS ALIMENTARES, OLEOS, MARGARINAS E DERIVADOS;ANIGOM;ANIGOM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2010-09-08;2026-01-22
5.44.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE LACTICÍNIOS;INDUSTRIAISPorto;INDUSTRIAIS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1981-02-28;2003-10-29
5.44.2;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE LACTICÍNIOS (ANIL);ANIL;ANIL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1996-11-15;2025-07-15
5.324.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE LANIFÍCIOS;ANILanificios;ANIL;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COVILHÃ;CASTELO BRANCO;Activa;1979-04-22;1979-04-22
5.324.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE LANIFÍCIOS(ANIL);ANILanificios;ANIL;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COVILHÃ;CASTELO BRANCO;Activa;1981-08-15;2023-12-29
5.69.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE LAVANDARIA E TINTURARIA;ANILT;ANILT;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-10-16;2012-11-29
5.272.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE LICORES E BEBIDAS ESPIRITUOSAS(NÃO VINICAS);ANILEBE;ANILEBE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1976-11-04;2012-11-15
5.609.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE MASSAS CONGELADAS;ANIMAC;ANIMAC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2014-12-15;2026-01-15
5.106.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE MOAGEM DE RAMAS E ESPOADAS DE MILHO E CENTEIO;INDUSTRIAISMOAGEM;INDUSTRIAISMOAGEM;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-20;1997-04-30
5.106.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE MOAGEM DE TRIGO, MILHO E CENTEIO;INDUSTRIAISMOAGEM;INDUSTRIAISMOAGEM;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1994-12-30;2019-02-08
5.106.2;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE MOAGEM, PRODUÇÃO E COMÉRCIO DE CEREAIS, LEGUMINOSAS, MASSAS E DERIVADOS;ANIM;ANIM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2019-08-15;2019-08-15
5.342.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE MOSAICOS HIDRÁULICOS;ANIMO;ANIMO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COIMBRA;COIMBRA;Extinta;1981-10-30;2011-05-29
5.277.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE PAPEL E CARTÃO;ANIPCPapel;ANIPC;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SANTA MARIA DA FEIRA;AVEIRO;Activa;1976-09-04;2000-02-15
5.277.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE PAPEL E CARTÃO;ANIPCPapel;ANIPC;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;AVEIRO;Activa;1995-12-15;2025-03-15
5.373.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE PIMENTÃO;ANIPimentao;ANIP;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MAÇÃO;SANTARÉM;Extinta;1984-06-15;2011-05-22
5.95.1;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE PREFABRICAÇÃO EM BETÃO;ANIPB;ANIPB;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2007-05-15;2026-05-08
5.95.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE PRODUTOS DE CIMENTO;ANIPC;ANIPC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-10-16;2005-12-29
5.24.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE RECAUCHUTAGEM DE PNEUS;ANIRP;ANIRP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-09-10;2024-02-29
5.118.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE REFRIGERANTES E SUMOS DE FRUTOS;ANIRSF;ANIRSF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-24;2009-07-22
5.361.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE SUB-PRODUTOS ANIMAIS;ANISA;ANISA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1983-08-15;1994-06-15
5.55.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS DE TOMATE;ANIT;ANIT;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-08-27;1975-08-27
5.167.2;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS E EXPORTADORES DE CORTIÇA;ANIEC;ANIEC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SANTA MARIA DA FEIRA;AVEIRO;Activa;1994-06-30;1998-05-15
5.25.0;ASSOCIAÇÃO NACIONAL DOS INDÚSTRIAIS TRANSFORMADORES DE VIDRO;INDUSTRITransformado;INDUSTRIAIS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1977-04-01;2011-03-22
5.45.1;ASSOCIAÇÃO NACIONAL DOS LOCADORES DE VEÍCULOS;ARAC;ARAC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2022-05-08;2024-11-08
5.500.0;ASSOCIAÇÃO NACIONAL DOS MÉDICOS DE EEG/NEUROFISIOLOGIA CLINICA;AMNEC;AMNEC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1995-12-30;2011-05-08
5.456.0;ASSOCIAÇÃO NACIONAL DOS MÉDICOS DE ENDOSCOPIA DIGESTIVA;ASSOMED;ASSOMED;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1992-06-30;2011-09-22
5.128.0;ASSOCIAÇÃO NACIONAL DOS ÓPTICOS;OPTICOS;OPTICOS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-10-16;2025-09-04
5.111.0;ASSOCIAÇÃO NACIONAL DOS PROMOTORES IMOBILIÁRIOS;PROMOTORES;PROMOTORES;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-09-11;1976-12-20
5.296.0;ASSOCIAÇÃO NACIONAL DOS SUB-EMPREITEIROS DA CONSTRUÇÃO CIVIL;SUBEMPREITEIROS;SUBEMPREITEIROS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1977-08-15;2013-06-15
5.592.0;ASSOCIAÇÃO NACIONAL DOS TECNICOS EM TERAPEUTICA NAO CONVENCIONAIS;TECNICOSTERAPEUTICA;TECNICOSTERAPEUTICA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;2008-02-08;2010-05-08
5.378.1;ASSOCIAÇÃO NACIONAL DOS TÉCNICOS PROFISSIONAIS DE PENTEADO ARTE E BELEZA;TECNICOSPENTEADOARTE;TECNICOSPENTEADOARTE;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LEIRIA;LEIRIA;Activa;1988-04-15;1988-04-15
5.7.0;ASSOCIAÇÃO NACIONAL DOS TRANSPORTADORES RODOVIÁRIOS EM AUTOMÓVEIS LIGEIROS;ANTRAL;ANTRAL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-04-22;2025-12-15
5.287.0;ASSOCIAÇÃO NACIONAL DOS VENDEDORES DE JORNAIS E LOTARIAS;VENDEDORESJORNAIS;VENDEDORESJORNAIS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1976-12-31;2011-06-08
5.622.0;ASSOCIAÇÃO NACIONAL INSTALADORES E REPARADORES DE TACÓGRAFOS E TAXÍMETROS;TACTAX;TACTAX;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2022-02-12;2022-03-08
5.400.0;ASSOCIAÇÃO NORDESTE AGRÁRIA;ANA;ANA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;BRAGANÇA;BRAGANÇA;Extinta;1986-07-15;2012-08-15
5.608.0;ASSOCIAÇÃO PARA A DEFESA, PROMOÇAO E INOVAÇAO DOS RESTAURANTES DE PORTUGAL;PROVAR;PROVAR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VIANA DO CASTELO;;Activa;2014-11-05;2015-01-08
5.91.0;ASSOCIAÇÃO PATRONAL DOS COMERCIANTES DOS CONCELHOS DE TAVIRA, VILA REAL DE SANTO ANTÓNIO, CASTRO MARIM E ALCOUTIM;PATRONALCOMERCIANTES;PATRONALCOMERCIANTES;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;TAVIRA;FARO;Extinta;1977-07-08;1980-06-29
5.566.0;ASSOCIAÇÃO PORTUGESA DOS EMPRESARIOS DOS ESTABELECIMENTOS DE BEBIDAS COM DIVERSAO NOCTURNA;APEBN;APEBN;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;2005-03-08;2011-07-22
5.88.1;ASSOCIAÇÃO PORTUGUESA DA HOSPITALIZAÇÃO PRIVADA;APHP;APHP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1981-07-30;2026-06-15
5.511.0;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE CERÂMICA;APICER;APICER;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;COIMBRA;Activa;1997-02-15;2013-06-15
5.511.2;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE CERÃMICA;APICER;APICER;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;COIMBRA;Activa;2023-05-22;2023-12-29
5.351.0;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE FOTOGRAMETRIA, CARTOGRAFIA E TOPOGRAFIA;AFOCARTO;AFOCARTO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1982-04-30;2012-04-22
5.446.0;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE MOAGEM;APIM;APIM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1990-11-30;1998-08-15
5.446.1;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE MOAGEM E MASSAS;APIM;APIM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1999-07-29;2017-06-08
5.446.2;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE MOAGEM, MASSAS, BOLACHAS E CEREAIS DE PEQUENO-ALMOÇO - APIM;APIM;APIM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2017-06-23;2026-07-22
5.64.1;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE OURIVESARIA;APIO;APIO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2009-05-29;2024-05-08
5.72.0;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE PLÁSTICOS;APIP;APIP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-10;2025-05-08
5.10.1;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE REFRIGERAÇÃO E AR CONDICIONADO;APIRAC;APIRAC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1991-08-30;2014-05-22
5.124.1;ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DOS RECURSOS MINERAIS (ASSIMAGRA);ASSIMAGRA;ASSIMAGRA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO DE MÓS;LISBOA;Activa;2020-07-27;2024-03-15
